vital,anomaly,index,value
amount,outlier,18392,1400.0
amount,outlier,18401,1600.0
amount,outlier,18404,1600.0
amount,outlier,18407,2800.0
amount,outlier,18409,2800.0
amount,outlier,18411,2800.0
amount,outlier,18498,60000.0
amount,outlier,18641,2100.0
amount,outlier,18720,1600.0
amount,outlier,19262,1600.0
amount,outlier,19266,1600.0
amount,outlier,19267,2500.0
amount,outlier,19269,1600.0
amount,outlier,19272,1600.0
amount,outlier,19275,1600.0
amount,outlier,19277,2000.0
amount,outlier,19291,2000.0
amount,outlier,19370,1400.0
amount,outlier,19475,1600.0
amount,outlier,19484,1800.0
amount,outlier,19670,3000.0
amount,outlier,19671,2600.0
amount,outlier,19672,1400.0
amount,outlier,19673,2300.0
amount,outlier,19674,1400.0
amount,outlier,19675,2600.0
amount,outlier,19677,1400.0
amount,outlier,19680,2600.0
amount,outlier,19682,3000.0
amount,outlier,19683,1400.0
amount,outlier,19684,2600.0
amount,outlier,19685,2600.0
amount,outlier,19687,1400.0
amount,outlier,19763,2500.0
amount,outlier,19849,2500.0
amount,outlier,22575,2200.0
amount,outlier,22605,2400.0
amount,outlier,22663,4000.0
amount,outlier,22666,2200.0
amount,outlier,22695,4400.0
amount,outlier,22761,3600.0
amount,outlier,22792,2200.0
amount,outlier,22816,2200.0
amount,outlier,22851,2800.0
amount,outlier,22852,2800.0
amount,outlier,22879,4200.0
amount,outlier,22882,1400.0
amount,outlier,22910,2200.0
amount,outlier,24379,1550.0
amount,outlier,24382,1550.0
amount,outlier,24498,1550.0
amount,outlier,24502,1550.0
amount,outlier,24505,1550.0
amount,outlier,24605,1550.0
rate,outlier,47,1200.0
rate,outlier,48,1200.0
rate,outlier,72,1200.0
rate,outlier,73,1200.0
rate,outlier,96,1200.0
rate,outlier,97,1200.0
rate,outlier,98,1200.0
rate,outlier,144,1200.0
rate,outlier,145,1200.0
rate,outlier,163,1200.0
rate,outlier,185,1200.0
rate,outlier,218,1200.0
rate,outlier,248,1200.0
rate,outlier,272,1200.0
rate,outlier,292,1200.0
rate,outlier,320,1200.0
rate,outlier,357,1000.0
rate,outlier,358,1200.0
rate,outlier,377,1000.0
rate,outlier,378,1200.0
rate,outlier,410,1000.0
rate,outlier,434,1200.0
rate,outlier,435,1200.0
rate,outlier,506,800.0
rate,outlier,508,800.0
rate,outlier,509,900.0
rate,outlier,513,900.0
rate,outlier,516,900.0
rate,outlier,518,900.0
rate,outlier,522,900.0
rate,outlier,524,900.0
rate,outlier,526,1000.0
rate,outlier,529,1000.0
rate,outlier,532,1000.0
rate,outlier,534,1000.0
rate,outlier,537,1000.0
rate,outlier,538,1000.0
rate,outlier,541,1000.0
rate,outlier,544,1000.0
rate,outlier,547,1000.0
rate,outlier,550,1000.0
rate,outlier,568,800.0
rate,outlier,571,900.0
rate,outlier,575,900.0
rate,outlier,577,900.0
rate,outlier,580,900.0
rate,outlier,583,800.0
rate,outlier,586,800.0
rate,outlier,589,800.0
rate,outlier,590,900.0
rate,outlier,593,900.0
rate,outlier,596,900.0
rate,outlier,598,900.0
rate,outlier,601,900.0
rate,outlier,605,900.0
rate,outlier,608,1000.0
rate,outlier,609,1000.0
rate,outlier,614,1000.0
rate,outlier,617,1000.0
rate,outlier,619,1000.0
rate,outlier,624,1000.0
rate,outlier,627,1000.0
rate,outlier,628,1000.0
rate,outlier,631,1000.0
rate,outlier,634,1000.0
rate,outlier,637,1000.0
rate,outlier,651,800.0
rate,outlier,653,1000.0
rate,outlier,655,1000.0
rate,outlier,658,1000.0
rate,outlier,661,1000.0
rate,outlier,671,800.0
rate,outlier,673,900.0
rate,outlier,754,890.0
rate,outlier,755,890.0
rate,outlier,783,1600.0
rate,outlier,784,1600.0
rate,outlier,790,1400.0
rate,outlier,793,1200.0
rate,outlier,797,1200.0
rate,outlier,800,1200.0
rate,outlier,803,1200.0
rate,outlier,807,1200.0
rate,outlier,808,1000.0
rate,outlier,813,1000.0
rate,outlier,817,1000.0
rate,outlier,820,1000.0
rate,outlier,822,1000.0
rate,outlier,825,1000.0
rate,outlier,829,1000.0
rate,outlier,835,840.0
rate,outlier,838,840.0
rate,outlier,841,840.0
rate,outlier,844,840.0
rate,outlier,847,840.0
rate,outlier,850,840.0
rate,outlier,854,840.0
rate,outlier,858,840.0
rate,outlier,909,1600.0
rate,outlier,910,890.0
rate,outlier,916,1400.0
rate,outlier,927,1000.0
rate,outlier,930,840.0
rate,outlier,933,840.0
rate,outlier,936,840.0
rate,outlier,940,840.0
rate,outlier,942,840.0
rate,outlier,945,840.0
rate,outlier,950,840.0
rate,outlier,959,840.0
rate,outlier,962,840.0
rate,outlier,965,840.0
rate,outlier,970,840.0
rate,outlier,974,840.0
rate,outlier,987,1050.0
rate,outlier,1012,1050.0
rate,outlier,1013,1050.0
rate,outlier,1014,900.0
rate,outlier,1027,1050.0
rate,outlier,1028,1050.0
rate,outlier,1029,1050.0
rate,outlier,1030,890.0
rate,outlier,1034,1000.0
rate,outlier,1037,1000.0
rate,outlier,1041,1000.0
rate,outlier,1044,1000.0
rate,outlier,1046,1000.0
rate,outlier,1049,1000.0
rate,outlier,1054,1050.0
rate,outlier,1055,1050.0
rate,outlier,1056,1050.0
rate,outlier,1057,890.0
rate,outlier,1058,890.0
rate,outlier,1060,840.0
rate,outlier,1063,840.0
rate,outlier,1072,890.0
rate,outlier,1074,1000.0
rate,outlier,1077,840.0
rate,outlier,1101,900.0
rate,outlier,1117,1600.0
rate,outlier,1118,1600.0
rate,outlier,1121,1600.0
rate,outlier,1124,1400.0
rate,outlier,1127,1400.0
rate,outlier,1130,1400.0
rate,outlier,1133,1400.0
rate,outlier,1140,900.0
rate,outlier,1143,1600.0
rate,outlier,1144,1600.0
rate,outlier,1145,1600.0
rate,outlier,1146,1600.0
rate,outlier,1148,1600.0
rate,outlier,1153,1400.0
rate,outlier,1156,1400.0
rate,outlier,1159,1400.0
rate,outlier,1164,1200.0
rate,outlier,1166,1200.0
rate,outlier,1169,1200.0
rate,outlier,1172,1200.0
rate,outlier,1179,1000.0
rate,outlier,1182,1000.0
rate,outlier,1184,1000.0
rate,outlier,1187,1000.0
rate,outlier,1190,1000.0
rate,outlier,1193,1000.0
rate,outlier,1196,1000.0
rate,outlier,1199,840.0
rate,outlier,1202,840.0
rate,outlier,1205,840.0
rate,outlier,1208,840.0
rate,outlier,1211,840.0
rate,outlier,1214,840.0
rate,outlier,1217,840.0
rate,outlier,1385,800.0
rate,outlier,1386,800.0
rate,outlier,1387,800.0
rate,outlier,1388,800.0
rate,outlier,1389,800.0
rate,outlier,1390,800.0
rate,outlier,1399,800.0
rate,outlier,1400,800.0
rate,outlier,1401,800.0
rate,outlier,1402,800.0
rate,outlier,1403,800.0
rate,outlier,1404,800.0
rate,outlier,1405,1000.0
rate,outlier,1406,1000.0
rate,outlier,1407,1000.0
rate,outlier,1427,800.0
rate,outlier,1428,800.0
rate,outlier,1436,800.0
rate,outlier,1437,800.0
rate,outlier,1438,800.0
rate,outlier,1439,800.0
rate,outlier,1440,800.0
rate,outlier,1441,800.0
rate,outlier,1442,1000.0
rate,outlier,1443,1000.0
rate,outlier,1444,1000.0
rate,outlier,1460,1100.0
rate,outlier,1461,800.0
rate,outlier,1462,800.0
rate,outlier,1479,800.0
rate,outlier,1480,800.0
rate,outlier,1481,800.0
rate,outlier,1485,800.0
rate,outlier,1486,800.0
rate,outlier,1487,800.0
rate,outlier,1520,1000.0
rate,outlier,1522,1000.0
rate,outlier,1524,1000.0
rate,outlier,1526,1000.0
rate,outlier,1528,900.0
rate,outlier,1548,1000.0
rate,outlier,1550,1000.0
rate,outlier,1552,1000.0
rate,outlier,1554,900.0
rate,outlier,1585,1000.0
rate,outlier,1587,1000.0
rate,outlier,1589,900.0
rate,outlier,1615,800.0
rate,outlier,1616,800.0
rate,outlier,1617,800.0
rate,outlier,1618,800.0
rate,outlier,1619,800.0
rate,outlier,1620,800.0
rate,outlier,1621,800.0
rate,outlier,1629,1000.0
rate,outlier,1632,900.0
rate,outlier,1633,900.0
rate,outlier,1656,800.0
rate,outlier,1667,800.0
rate,outlier,1668,800.0
rate,outlier,1675,1000.0
rate,outlier,1676,1000.0
rate,outlier,1678,1000.0
rate,outlier,1681,900.0
rate,outlier,1682,900.0
rate,outlier,1711,800.0
rate,outlier,1712,800.0
rate,outlier,1713,800.0
rate,outlier,1714,800.0
rate,outlier,1715,800.0
rate,outlier,1716,800.0
rate,outlier,1717,800.0
rate,outlier,1718,1000.0
rate,outlier,1719,1000.0
rate,outlier,1720,1100.0
rate,outlier,1721,1100.0
rate,outlier,1722,1100.0
rate,outlier,1727,900.0
rate,outlier,1752,800.0
rate,outlier,1753,800.0
rate,outlier,1754,800.0
rate,outlier,1755,800.0
rate,outlier,1756,800.0
rate,outlier,1757,800.0
rate,outlier,1758,800.0
rate,outlier,1759,800.0
rate,outlier,1760,800.0
rate,outlier,1761,1000.0
rate,outlier,1762,1100.0
rate,outlier,1763,1100.0
rate,outlier,1764,1100.0
rate,outlier,1765,1100.0
rate,outlier,1766,1100.0
rate,outlier,1870,800.0
rate,outlier,1936,800.0
rate,outlier,2013,800.0
rate,outlier,2070,800.0
rate,outlier,2133,800.0
rate,outlier,2185,800.0
rate,outlier,2232,800.0
rate,outlier,2237,800.0
rate,outlier,2302,800.0
rate,outlier,2353,800.0
rate,outlier,2359,800.0
rate,outlier,2420,800.0
rate,outlier,2424,800.0
rate,outlier,2428,800.0
rate,outlier,2486,800.0
rate,outlier,2491,800.0
rate,outlier,2495,800.0
rate,outlier,2499,800.0
rate,outlier,2505,800.0
rate,outlier,2509,800.0
rate,outlier,2561,800.0
rate,outlier,2613,800.0
rate,outlier,2663,800.0
rate,outlier,2704,800.0
rate,outlier,2737,1100.0
rate,outlier,2738,1100.0
rate,outlier,2739,1100.0
rate,outlier,2740,1100.0
rate,outlier,2741,1100.0
rate,outlier,2745,800.0
rate,outlier,2746,800.0
rate,outlier,2747,950.0
rate,outlier,2748,950.0
rate,outlier,2749,950.0
rate,outlier,2750,950.0
rate,outlier,3530,1000.0
rate,outlier,3531,1300.0
rate,outlier,3532,1300.0
rate,outlier,3533,1000.0
rate,outlier,3534,1000.0
rate,outlier,3535,1300.0
rate,outlier,3536,1000.0
rate,outlier,3538,1000.0
rate,outlier,3539,1300.0
rate,outlier,3540,1000.0
rate,outlier,3542,1300.0
rate,outlier,3543,1000.0
rate,outlier,3545,1300.0
rate,outlier,3546,1000.0
rate,outlier,3548,1300.0
rate,outlier,3550,1000.0
rate,outlier,3551,1300.0
rate,outlier,3552,1300.0
rate,outlier,3553,1000.0
rate,outlier,6598,1000.0
rate,outlier,6600,1000.0
rate,outlier,6601,1100.0
rate,outlier,6603,1100.0
rate,outlier,6605,1100.0
rate,outlier,6620,1100.0
rate,outlier,6622,1100.0
rate,outlier,6624,1100.0
rate,outlier,6626,1200.0
rate,outlier,6628,1200.0
rate,outlier,6630,1200.0
rate,outlier,6632,1400.0
rate,outlier,6633,1400.0
rate,outlier,6634,1400.0
rate,outlier,6636,1400.0
rate,outlier,6675,1000.0
rate,outlier,6677,1100.0
rate,outlier,6680,1100.0
rate,outlier,6681,1100.0
rate,outlier,6683,1100.0
rate,outlier,6710,1100.0
rate,outlier,6782,1200.0
rate,outlier,6784,1200.0
rate,outlier,6910,1000.0
rate,outlier,6911,1000.0
rate,outlier,6914,1100.0
rate,outlier,6917,1100.0
rate,outlier,6919,1100.0
rate,outlier,6923,1100.0
rate,outlier,6925,1100.0
rate,outlier,6934,1000.0
rate,outlier,6935,1000.0
rate,outlier,6940,1100.0
rate,outlier,6941,1100.0
rate,outlier,6943,1100.0
rate,outlier,6946,1100.0
rate,outlier,6947,1100.0
rate,outlier,6950,1100.0
rate,outlier,6953,1100.0
rate,outlier,6954,1100.0
rate,outlier,6956,1200.0
rate,outlier,6958,1200.0
rate,outlier,6960,1400.0
rate,outlier,6962,1400.0
rate,outlier,6963,1400.0
rate,outlier,8954,1150.0
rate,outlier,8955,1150.0
rate,outlier,9158,1150.0
rate,outlier,9224,1150.0
rate,outlier,9239,1550.0
rate,outlier,9244,1350.0
rate,outlier,9245,1350.0
rate,outlier,9284,1550.0
rate,outlier,9287,1550.0
rate,outlier,9290,1350.0
rate,outlier,9291,1150.0
rate,outlier,9294,1150.0
rate,outlier,9297,1150.0
rate,outlier,9335,1350.0
rate,outlier,9338,1150.0
rate,outlier,9342,1150.0
rate,outlier,9343,1150.0
rate,outlier,9373,1550.0
rate,outlier,9377,1350.0
rate,outlier,9380,1150.0
rate,outlier,9385,1150.0
rate,outlier,9405,1550.0
rate,outlier,9409,1550.0
rate,outlier,9412,1350.0
rate,outlier,9414,1150.0
rate,outlier,9417,1150.0
rate,outlier,9419,1150.0
rate,outlier,9427,1350.0
rate,outlier,9429,1350.0
rate,outlier,9434,1150.0
rate,outlier,9437,1150.0
originalamount,outlier,13962,25000.0
originalamount,outlier,13963,25000.0
originalamount,outlier,13975,25000.0
originalamount,outlier,13976,25000.0
originalamount,outlier,13977,25000.0
originalamount,outlier,14017,25000.0
originalamount,outlier,14018,25000.0
originalamount,outlier,14027,25000.0
originalamount,outlier,14028,25000.0
originalamount,outlier,14029,25000.0
originalamount,outlier,14030,25000.0
originalamount,outlier,14031,25000.0
originalamount,outlier,14032,25000.0
originalamount,outlier,14033,25000.0
originalamount,outlier,14034,25000.0
originalamount,outlier,14047,25000.0
originalamount,outlier,14048,25000.0
originalamount,outlier,14049,25000.0
originalamount,outlier,14115,25000.0
originalamount,outlier,14116,25000.0
originalamount,outlier,14218,25000.0
originalamount,outlier,14221,25000.0
originalamount,outlier,14224,25000.0
originalamount,outlier,14225,25000.0
originalamount,outlier,14227,25000.0
originalamount,outlier,14228,25000.0
originalamount,outlier,14231,25000.0
originalamount,outlier,14235,25000.0
originalamount,outlier,14239,25000.0
originalamount,outlier,14249,25000.0
originalamount,outlier,14253,25000.0
originalamount,outlier,14255,25000.0
originalamount,outlier,14258,25000.0
originalamount,outlier,14261,25000.0
originalamount,outlier,14264,25000.0
originalamount,outlier,14266,25000.0
originalamount,outlier,14268,25000.0
originalamount,outlier,14271,25000.0
originalamount,outlier,14274,25000.0
originalamount,outlier,14275,25000.0
originalamount,outlier,14280,25000.0
originalamount,outlier,14283,25000.0
originalamount,outlier,14285,25000.0
originalamount,outlier,14291,25000.0
originalamount,outlier,14302,25000.0
originalamount,outlier,14303,25000.0
originalamount,outlier,14306,25000.0
originalamount,outlier,14310,25000.0
originalamount,outlier,14323,25000.0
originalamount,outlier,14347,25000.0
originalamount,outlier,14350,25000.0
originalamount,outlier,14372,25000.0
originalamount,outlier,14373,25000.0
originalamount,outlier,14374,25000.0
originalamount,outlier,14402,25000.0
originalamount,outlier,14425,25000.0
originalamount,outlier,14426,25000.0
originalamount,outlier,14427,25000.0
originalamount,outlier,14446,25000.0
originalamount,outlier,14465,25000.0
originalamount,outlier,14466,25000.0
originalamount,outlier,14467,25000.0
originalamount,outlier,14468,25000.0
originalamount,outlier,14488,25000.0
originalamount,outlier,14489,25000.0
originalamount,outlier,14490,25000.0
originalamount,outlier,14507,25000.0
originalamount,outlier,14508,25000.0
originalamount,outlier,14520,25000.0
originalamount,outlier,14521,25000.0
originalamount,outlier,14522,25000.0
originalamount,outlier,14531,25000.0
originalamount,outlier,14532,25000.0
originalamount,outlier,14545,25000.0
originalamount,outlier,14546,25000.0
originalamount,outlier,14547,25000.0
originalamount,outlier,14548,25000.0
originalamount,outlier,14549,25000.0
originalamount,outlier,14557,25000.0
originalamount,outlier,14558,25000.0
originalamount,outlier,14566,25000.0
originalamount,outlier,14568,25000.0
originalamount,outlier,14569,25000.0
originalamount,outlier,14570,25000.0
originalamount,outlier,14572,25000.0
originalamount,outlier,14576,25000.0
originalamount,outlier,14578,25000.0
originalamount,outlier,14579,25000.0
originalamount,outlier,14580,25000.0
originalamount,outlier,14581,25000.0
originalamount,outlier,14585,25000.0
originalamount,outlier,14588,25000.0
originalamount,outlier,14589,25000.0
originalamount,outlier,14591,25000.0
originalamount,outlier,14592,25000.0
originalamount,outlier,14597,25000.0
originalamount,outlier,14598,25000.0
originalamount,outlier,14602,25000.0
originalamount,outlier,14605,25000.0
originalamount,outlier,14608,25000.0
originalamount,outlier,14610,25000.0
originalamount,outlier,14612,25000.0
originalamount,outlier,14698,25000.0
originalamount,outlier,14700,25000.0
originalamount,outlier,14707,25000.0
originalamount,outlier,14711,25000.0
originalamount,outlier,14712,25000.0
originalamount,outlier,14713,25000.0
originalamount,outlier,14714,25000.0
originalamount,outlier,14717,25000.0
originalamount,outlier,14718,25000.0
originalamount,outlier,14721,25000.0
originalamount,outlier,14723,25000.0
originalamount,outlier,14724,25000.0
originalamount,outlier,14725,25000.0
originalamount,outlier,14727,25000.0
originalamount,outlier,14751,25000.0
originalamount,outlier,14753,25000.0
originalamount,outlier,14812,25000.0
originalamount,outlier,14814,25000.0
originalamount,outlier,14847,25000.0
originalamount,outlier,14920,25000.0
originalamount,outlier,14925,25000.0
originalamount,outlier,14926,25000.0
originalamount,outlier,14928,25000.0
originalamount,outlier,14992,25000.0
originalamount,outlier,15038,25000.0
originalamount,outlier,15041,25000.0
originalamount,outlier,15045,25000.0
originalamount,outlier,15115,25000.0
originalamount,outlier,15118,25000.0
originalamount,outlier,15151,25000.0
originalamount,outlier,15154,25000.0
originalamount,outlier,15224,25000.0
originalamount,outlier,15226,25000.0
originalamount,outlier,15229,25000.0
originalamount,outlier,15267,25000.0
originalamount,outlier,15308,25000.0
originalamount,outlier,15312,25000.0
originalamount,outlier,15472,25000.0
originalamount,outlier,15473,25000.0
originalamount,outlier,15474,25000.0
originalamount,outlier,15475,25000.0
originalamount,outlier,15476,25000.0
originalamount,outlier,15477,25000.0
originalamount,outlier,15478,25000.0
originalamount,outlier,15479,25000.0
originalamount,outlier,15480,25000.0
originalamount,outlier,15481,25000.0
originalamount,outlier,15482,25000.0
originalamount,outlier,15483,25000.0
originalamount,outlier,15484,25000.0
originalamount,outlier,15485,25000.0
originalamount,outlier,15486,25000.0
originalamount,outlier,15487,25000.0
originalamount,outlier,15488,25000.0
originalamount,outlier,15489,25000.0
originalamount,outlier,15490,25000.0
originalamount,outlier,15491,25000.0
originalamount,outlier,15492,25000.0
originalamount,outlier,15493,25000.0
originalamount,outlier,15494,25000.0
originalamount,outlier,15495,25000.0
originalamount,outlier,15496,25000.0
originalamount,outlier,15497,25000.0
originalamount,outlier,15498,25000.0
originalamount,outlier,15499,25000.0
originalamount,outlier,15500,25000.0
originalamount,outlier,15501,25000.0
originalamount,outlier,15502,25000.0
originalamount,outlier,15503,25000.0
originalamount,outlier,15504,25000.0
originalamount,outlier,15505,25000.0
originalamount,outlier,15506,25000.0
originalamount,outlier,15507,25000.0
originalamount,outlier,15508,25000.0
originalamount,outlier,15509,25000.0
originalamount,outlier,15510,25000.0
originalamount,outlier,15511,25000.0
originalamount,outlier,15521,25000.0
originalamount,outlier,15523,25000.0
originalamount,outlier,15529,25000.0
originalamount,outlier,15530,25000.0
originalamount,outlier,15532,25000.0
originalamount,outlier,15576,25000.0
originalamount,outlier,15577,25000.0
originalamount,outlier,15578,25000.0
originalamount,outlier,15579,25000.0
originalamount,outlier,15580,25000.0
originalamount,outlier,15581,25000.0
originalamount,outlier,15585,25000.0
originalamount,outlier,15586,25000.0
originalamount,outlier,15587,25000.0
originalamount,outlier,15588,25000.0
originalamount,outlier,15589,25000.0
originalamount,outlier,15590,25000.0
originalamount,outlier,15591,25000.0
originalamount,outlier,15592,25000.0
originalamount,outlier,15593,25000.0
originalamount,outlier,15594,25000.0
originalamount,outlier,15595,25000.0
originalamount,outlier,15596,25000.0
originalamount,outlier,15597,25000.0
originalamount,outlier,15598,25000.0
originalamount,outlier,15599,25000.0
originalamount,outlier,15604,25000.0
originalamount,outlier,15605,25000.0
originalamount,outlier,15606,25000.0
originalamount,outlier,15608,25000.0
originalamount,outlier,15624,25000.0
originalamount,outlier,15626,25000.0
originalamount,outlier,15635,25000.0
originalamount,outlier,15640,25000.0
originalamount,outlier,15641,25000.0
originalamount,outlier,15642,25000.0
originalamount,outlier,15643,25000.0
originalamount,outlier,15644,25000.0
originalamount,outlier,15645,25000.0
originalamount,outlier,15646,25000.0
originalamount,outlier,15647,25000.0
originalamount,outlier,15650,25000.0
originalamount,outlier,15651,25000.0
originalamount,outlier,15652,25000.0
originalamount,outlier,15653,25000.0
originalamount,outlier,15654,25000.0
originalamount,outlier,15659,25000.0
originalamount,outlier,15660,25000.0
originalamount,outlier,15673,25000.0
originalamount,outlier,15675,25000.0
originalamount,outlier,15678,25000.0
originalamount,outlier,15680,25000.0
originalamount,outlier,15682,25000.0
originalamount,outlier,15684,25000.0
originalamount,outlier,15690,25000.0
originalamount,outlier,15692,25000.0
originalamount,outlier,15693,25000.0
originalamount,outlier,15694,25000.0
originalamount,outlier,15696,25000.0
originalamount,outlier,15697,25000.0
originalamount,outlier,15698,25000.0
originalamount,outlier,15704,25000.0
originalamount,outlier,15705,25000.0
originalamount,outlier,15706,25000.0
originalamount,outlier,15707,25000.0
originalamount,outlier,15732,25000.0
originalamount,outlier,15734,25000.0
originalamount,outlier,15766,25000.0
originalamount,outlier,15767,25000.0
originalamount,outlier,15893,25000.0
originalamount,outlier,15894,25000.0
originalamount,outlier,15895,25000.0
originalamount,outlier,15896,25000.0
originalamount,outlier,15897,25000.0
originalamount,outlier,15898,25000.0
originalamount,outlier,15899,25000.0
originalamount,outlier,15900,25000.0
originalamount,outlier,15901,25000.0
originalamount,outlier,15902,25000.0
originalamount,outlier,15903,25000.0
originalamount,outlier,15904,25000.0
originalamount,outlier,15905,25000.0
originalamount,outlier,15906,25000.0
originalamount,outlier,15907,25000.0
originalamount,outlier,15908,25000.0
originalamount,outlier,15909,25000.0
originalamount,outlier,15910,25000.0
originalamount,outlier,18924,25000.0
originalamount,outlier,18926,25000.0
originalamount,outlier,18957,25000.0
originalamount,outlier,18958,25000.0
originalamount,outlier,19019,25000.0
originalamount,outlier,19022,25000.0
originalamount,outlier,19051,25000.0
originalamount,outlier,19053,25000.0
originalamount,outlier,19085,25000.0
originalamount,outlier,19117,25000.0
originalamount,outlier,19149,25000.0
originalamount,outlier,19171,25000.0
originalamount,outlier,19173,25000.0
originalamount,outlier,19175,25000.0
originalamount,outlier,19176,25000.0
originalamount,outlier,19179,25000.0
originalamount,outlier,19206,25000.0
originalamount,outlier,19209,25000.0
originalamount,outlier,19210,25000.0
originalamount,outlier,19211,25000.0
originalamount,outlier,19238,25000.0
originalamount,outlier,19241,25000.0
originalamount,outlier,19271,25000.0
originalamount,outlier,19272,25000.0
originalamount,outlier,19274,25000.0
originalamount,outlier,19275,25000.0
originalamount,outlier,19303,25000.0
originalamount,outlier,20867,25000.0
originalamount,outlier,20870,25000.0
originalamount,outlier,20873,25000.0
originalamount,outlier,20889,25000.0
originalamount,outlier,20986,25000.0
originalamount,outlier,20988,25000.0
originalamount,outlier,20992,25000.0
originalamount,outlier,20995,25000.0
originalamount,outlier,21021,25000.0
originalamount,outlier,21025,25000.0
originalamount,outlier,21095,25000.0
originalamount,outlier,21115,25000.0
originalamount,outlier,21118,25000.0
originalamount,outlier,21119,25000.0
originalamount,outlier,21150,25000.0
originalrate,outlier,121,200.0
originalrate,outlier,122,200.0
originalrate,outlier,123,200.0
originalrate,outlier,124,200.0
originalrate,outlier,125,200.0
originalrate,outlier,126,200.0
originalrate,outlier,127,200.0
originalrate,outlier,128,200.0
originalrate,outlier,129,200.0
originalrate,outlier,130,200.0
originalrate,outlier,131,200.0
originalrate,outlier,132,200.0
originalrate,outlier,133,200.0
originalrate,outlier,134,200.0
originalrate,outlier,135,200.0
originalrate,outlier,136,200.0
originalrate,outlier,137,200.0
originalrate,outlier,138,200.0
originalrate,outlier,139,200.0
originalrate,outlier,140,200.0
originalrate,outlier,141,200.0
originalrate,outlier,142,200.0
originalrate,outlier,143,200.0
originalrate,outlier,144,200.0
originalrate,outlier,145,200.0
originalrate,outlier,146,200.0
originalrate,outlier,147,200.0
originalrate,outlier,148,200.0
originalrate,outlier,149,200.0
originalrate,outlier,150,200.0
originalrate,outlier,151,200.0
originalrate,outlier,152,200.0
originalrate,outlier,217,200.0
originalrate,outlier,218,200.0
originalrate,outlier,219,200.0
originalrate,outlier,220,200.0
originalrate,outlier,221,200.0
originalrate,outlier,222,200.0
originalrate,outlier,223,200.0
originalrate,outlier,224,200.0
originalrate,outlier,225,200.0
originalrate,outlier,226,200.0
originalrate,outlier,227,200.0
originalrate,outlier,228,200.0
originalrate,outlier,229,200.0
originalrate,outlier,230,200.0
originalrate,outlier,231,200.0
originalrate,outlier,232,200.0
originalrate,outlier,233,200.0
originalrate,outlier,234,200.0
originalrate,outlier,235,200.0
originalrate,outlier,236,200.0
originalrate,outlier,237,200.0
originalrate,outlier,238,200.0
originalrate,outlier,239,200.0
originalrate,outlier,240,200.0
originalrate,outlier,241,200.0
originalrate,outlier,242,200.0
originalrate,outlier,243,200.0
originalrate,outlier,244,200.0
originalrate,outlier,245,200.0
originalrate,outlier,246,200.0
originalrate,outlier,247,200.0
originalrate,outlier,248,200.0
originalrate,outlier,249,200.0
originalrate,outlier,250,200.0
originalrate,outlier,251,200.0
originalrate,outlier,252,200.0
originalrate,outlier,253,200.0
originalrate,outlier,254,200.0
originalrate,outlier,255,200.0
originalrate,outlier,256,200.0
originalrate,outlier,257,200.0
originalrate,outlier,258,200.0
