vital,anomaly,index,value
value,outlier,60625,14070.0
value,outlier,60654,2710.0
value,outlier,60664,3500.0
value,outlier,60693,4171.0
value,outlier,60703,4050.0
value,outlier,60797,6050.0
value,outlier,60807,35200.0
value,outlier,60817,5290.0
value,outlier,60920,4042.0
value,outlier,60979,2900.0
value,outlier,60989,13030.0
value,outlier,60999,7040.0
value,outlier,61022,3860.0
value,outlier,61032,16100.0
value,outlier,61074,3000.0
value,outlier,61084,3590.0
value,outlier,61113,2490.0
value,outlier,61757,5890.0
value,outlier,61830,5670.0
value,outlier,62132,2142.0
value,outlier,62135,6360.0
value,outlier,62233,2171.0
value,outlier,62317,10970.0
value,outlier,62603,4590.0
value,outlier,62820,48000.0
value,outlier,62858,7525.0
value,outlier,62900,2389.0
value,outlier,63006,5250.0
value,outlier,63007,29500.0
value,outlier,63146,7170.0
value,outlier,63180,7210.0
valuenum,outlier,2075,2825.0
valuenum,outlier,4176,8559.0
valuenum,outlier,4625,5952.0
valuenum,outlier,4876,6926.0
valuenum,outlier,5581,14791.0
valuenum,outlier,7103,4926.0
valuenum,outlier,9547,7241.0
valuenum,outlier,9785,2434.0
valuenum,outlier,9864,4394.0
valuenum,outlier,9867,10065.0
valuenum,outlier,9892,3058.0
valuenum,outlier,9938,5096.0
valuenum,outlier,9943,11086.0
valuenum,outlier,9948,2904.0
valuenum,outlier,9952,8394.0
valuenum,outlier,10017,3944.0
valuenum,outlier,10021,6854.0
valuenum,outlier,10070,3407.0
valuenum,outlier,10074,4447.0
valuenum,outlier,10205,9114.0
valuenum,outlier,12977,10970.0
valuenum,outlier,13114,13090.0
valuenum,outlier,14063,3621.0
valuenum,outlier,15593,4025.0
valuenum,outlier,15630,3402.0
valuenum,outlier,15649,2920.0
valuenum,outlier,16004,2063.0
valuenum,outlier,16047,2588.0
valuenum,outlier,16111,2411.0
valuenum,outlier,16198,4964.0
valuenum,outlier,16525,9362.0
valuenum,outlier,16546,8316.0
valuenum,outlier,16734,22900.0
valuenum,outlier,16768,22120.0
valuenum,outlier,16780,18420.0
valuenum,outlier,17634,29889.0
valuenum,outlier,17635,44333.0
valuenum,outlier,18373,6850.0
valuenum,outlier,19113,12450.0
valuenum,outlier,19239,4127.0
valuenum,outlier,19287,14080.0
valuenum,outlier,19359,4491.0
valuenum,outlier,19948,5272.0
valuenum,outlier,19962,6125.0
valuenum,outlier,20208,5965.0
valuenum,outlier,20231,6138.0
valuenum,outlier,20329,3560.0
valuenum,outlier,20350,7797.0
valuenum,outlier,20422,4292.0
valuenum,outlier,20455,4369.0
valuenum,outlier,20491,3344.0
valuenum,outlier,20595,3141.0
valuenum,outlier,20736,2751.0
valuenum,outlier,20746,3220.0
valuenum,outlier,20775,2246.0
valuenum,outlier,20809,2966.0
valuenum,outlier,20847,2144.0
valuenum,outlier,21253,4842.0
valuenum,outlier,21525,5770.0
valuenum,outlier,21746,7021.0
valuenum,outlier,21860,2330.0
valuenum,outlier,21880,6582.0
valuenum,outlier,22863,6956.0
valuenum,outlier,22868,13448.0
valuenum,outlier,22877,8684.0
valuenum,outlier,22937,2419.0
valuenum,outlier,22952,5430.0
valuenum,outlier,22957,10660.0
valuenum,outlier,22965,2376.0
valuenum,outlier,22969,6740.0
valuenum,outlier,23041,4146.0
valuenum,outlier,23045,7596.0
valuenum,outlier,23149,3401.0
valuenum,outlier,23154,5200.0
valuenum,outlier,23162,3830.0
valuenum,outlier,23207,2880.0
valuenum,outlier,23212,3978.0
valuenum,outlier,23220,3015.0
valuenum,outlier,23248,3645.0
valuenum,outlier,23280,2684.0
valuenum,outlier,23285,2917.0
valuenum,outlier,23291,2391.0
valuenum,outlier,23364,2430.0
valuenum,outlier,23369,2064.0
valuenum,outlier,23785,3541.0
valuenum,outlier,23792,3242.0
valuenum,outlier,25214,7311.0
valuenum,outlier,25241,9209.0
valuenum,outlier,25367,2876.0
valuenum,outlier,25432,2029.0
valuenum,outlier,25475,2144.0
valuenum,outlier,25478,2303.0
valuenum,outlier,25510,2436.0
valuenum,outlier,25514,2683.0
valuenum,outlier,25540,3381.0
valuenum,outlier,25544,3658.0
valuenum,outlier,25553,2620.0
valuenum,outlier,25580,2556.0
valuenum,outlier,25584,2651.0
valuenum,outlier,25620,3519.0
valuenum,outlier,25625,3569.0
valuenum,outlier,25634,2301.0
valuenum,outlier,25661,4040.0
valuenum,outlier,25664,3905.0
valuenum,outlier,25721,2945.0
valuenum,outlier,25725,2502.0
valuenum,outlier,25773,2874.0
valuenum,outlier,25777,2159.0
valuenum,outlier,25808,2967.0
valuenum,outlier,25843,2860.0
valuenum,outlier,25882,2198.0
valuenum,outlier,25916,2064.0
valuenum,outlier,25975,2099.0
valuenum,outlier,26022,2107.0
valuenum,outlier,27743,10000.0
valuenum,outlier,28361,15150.0
valuenum,outlier,28693,7800.0
valuenum,outlier,29302,2078.0
valuenum,outlier,29305,4522.0
valuenum,outlier,29356,3948.0
valuenum,outlier,29358,2725.0
valuenum,outlier,29361,8175.0
valuenum,outlier,29368,25300.0
valuenum,outlier,29408,3338.0
valuenum,outlier,29410,2983.0
valuenum,outlier,29412,6753.0
valuenum,outlier,29421,24000.0
valuenum,outlier,29506,2725.0
valuenum,outlier,29507,3051.0
valuenum,outlier,29509,5951.0
valuenum,outlier,29516,20710.0
valuenum,outlier,30374,2760.0
valuenum,outlier,30381,10920.0
valuenum,outlier,31028,8789.0
valuenum,outlier,31197,2267.0
valuenum,outlier,31280,9625.0
valuenum,outlier,31726,2361.0
valuenum,outlier,32067,5920.0
valuenum,outlier,32457,2396.0
valuenum,outlier,32460,3728.0
valuenum,outlier,32470,6630.0
valuenum,outlier,33264,4000.0
valuenum,outlier,33872,7554.0
valuenum,outlier,34020,10166.0
valuenum,outlier,34072,8375.0
valuenum,outlier,34155,3780.0
valuenum,outlier,34196,4592.0
valuenum,outlier,34219,5320.0
valuenum,outlier,34268,6000.0
valuenum,outlier,34284,6675.0
valuenum,outlier,34297,6595.0
valuenum,outlier,34322,6846.0
valuenum,outlier,34387,5780.0
valuenum,outlier,34420,7626.0
valuenum,outlier,34467,7740.0
valuenum,outlier,34505,7120.0
valuenum,outlier,34546,5652.0
valuenum,outlier,34588,5301.0
valuenum,outlier,34625,4551.0
valuenum,outlier,34675,3684.0
valuenum,outlier,34712,3020.0
valuenum,outlier,34731,2700.0
valuenum,outlier,34812,2960.0
valuenum,outlier,34874,5307.0
valuenum,outlier,34914,5425.0
valuenum,outlier,34936,4845.0
valuenum,outlier,34964,4275.0
valuenum,outlier,35016,4415.0
valuenum,outlier,35051,3500.0
valuenum,outlier,35093,3310.0
valuenum,outlier,35135,2720.0
valuenum,outlier,35171,2295.0
valuenum,outlier,35221,2470.0
valuenum,outlier,35258,2190.0
valuenum,outlier,35305,2257.0
valuenum,outlier,35358,2395.0
valuenum,outlier,35391,6637.0
valuenum,outlier,35393,2133.0
valuenum,outlier,35451,6179.0
valuenum,outlier,35864,2552.0
valuenum,outlier,36193,1986.0
valuenum,outlier,36417,3030.0
valuenum,outlier,36451,8204.0
valuenum,outlier,36795,3680.0
valuenum,outlier,36868,3820.0
valuenum,outlier,36937,6990.0
valuenum,outlier,37241,5645.0
valuenum,outlier,37451,3820.0
valuenum,outlier,38054,2390.0
valuenum,outlier,40386,15199.0
valuenum,outlier,40440,29877.0
valuenum,outlier,41642,8881.0
valuenum,outlier,41849,8166.0
valuenum,outlier,41973,2693.0
valuenum,outlier,42117,3040.0
valuenum,outlier,48329,8042.0
valuenum,outlier,51796,6950.0
valuenum,outlier,51808,8160.0
valuenum,outlier,53650,52950.0
valuenum,outlier,54852,2557.0
valuenum,outlier,55213,7280.0
valuenum,outlier,57001,31877.0
valuenum,outlier,57108,20958.0
valuenum,outlier,57553,5250.0
valuenum,outlier,57857,6360.0
valuenum,outlier,58050,2105.0
valuenum,outlier,58137,2082.0
valuenum,outlier,58199,2299.0
valuenum,outlier,58526,7000.0
valuenum,outlier,58665,2252.0
valuenum,outlier,58688,3174.0
valuenum,outlier,58692,3112.0
valuenum,outlier,58832,5447.0
valuenum,outlier,58990,2319.0
valuenum,outlier,59383,12020.0
valuenum,outlier,59393,16500.0
valuenum,outlier,59394,7125.0
valuenum,outlier,59598,1981.0
valuenum,outlier,60059,4736.0
valuenum,outlier,60155,2700.0
valuenum,outlier,60156,39000.0
valuenum,outlier,60471,19110.0
valuenum,outlier,60572,9050.0
valuenum,outlier,60582,22720.0
valuenum,outlier,60601,11700.0
valuenum,outlier,60625,14070.0
valuenum,outlier,60654,2710.0
valuenum,outlier,60664,3500.0
valuenum,outlier,60693,4171.0
valuenum,outlier,60703,4050.0
valuenum,outlier,60797,6050.0
valuenum,outlier,60807,35200.0
valuenum,outlier,60817,5290.0
valuenum,outlier,60920,4042.0
valuenum,outlier,60979,2900.0
valuenum,outlier,60989,13030.0
valuenum,outlier,60999,7040.0
valuenum,outlier,61022,3860.0
valuenum,outlier,61032,16100.0
valuenum,outlier,61074,3000.0
valuenum,outlier,61084,3590.0
valuenum,outlier,61113,2490.0
valuenum,outlier,61757,5890.0
valuenum,outlier,61830,5670.0
valuenum,outlier,62132,2142.0
valuenum,outlier,62135,6360.0
valuenum,outlier,62233,2171.0
valuenum,outlier,62317,10970.0
valuenum,outlier,62603,4590.0
valuenum,outlier,62820,48000.0
valuenum,outlier,62858,7525.0
valuenum,outlier,62900,2389.0
valuenum,outlier,63006,5250.0
valuenum,outlier,63007,29500.0
valuenum,outlier,63146,7170.0
valuenum,outlier,63180,7210.0
