Sequence_Index,Reconstruction_Error,Best_Threshold,Anomaly_Label
97,1.6719478411710424,2.0494247611680345,0
98,1.8175559339992278,2.0494247611680345,0
99,1.9840908593356537,2.0494247611680345,0
100,0.08907251132058029,2.0494247611680345,0
101,0.9099633598732544,2.0494247611680345,0
102,0.8556723460183155,2.0494247611680345,0
103,0.8635407297476224,2.0494247611680345,0
104,0.876831988169762,2.0494247611680345,0
105,0.05380800504182044,2.0494247611680345,0
106,0.06452259703606832,2.0494247611680345,0
107,3.4431329246625775,2.0494247611680345,1
108,3.7384431400099603,2.0494247611680345,1
109,3.733614266963151,2.0494247611680345,1
110,4.037556572379632,2.0494247611680345,1
111,0.02684278439047503,2.0494247611680345,0
112,0.0391674514466038,2.0494247611680345,0
113,0.06996297571791248,2.0494247611680345,0
114,0.05984575988381307,2.0494247611680345,0
115,0.07221334948594182,2.0494247611680345,0
116,0.05585450816550608,2.0494247611680345,0
117,0.20367751085337787,2.0494247611680345,0
118,0.1550745568450019,2.0494247611680345,0
119,0.16187442692094903,2.0494247611680345,0
120,0.08780823143046439,2.0494247611680345,0
121,0.02531385371141811,2.0494247611680345,0
122,0.0422227616846862,2.0494247611680345,0
123,0.06811006493573028,2.0494247611680345,0
124,0.05522436593778487,2.0494247611680345,0
125,0.0827307589829284,2.0494247611680345,0
126,0.09261511147414372,2.0494247611680345,0
127,0.06303052037210757,2.0494247611680345,0
128,0.045703611852166245,2.0494247611680345,0
129,3.5392981161039576,2.0494247611680345,1
130,4.138118024704493,2.0494247611680345,1
