subseq_start_index,matrix_profile_value,gt_subseq,pred_label_best,score
110,4.604677857889343,0,0,4.604677857889343
111,4.604677857889343,0,0,4.604677857889343
112,4.604677857889343,0,0,4.604677857889343
113,4.25351734052651,0,0,4.25351734052651
114,4.25351734052651,0,0,4.25351734052651
115,4.081966620996348,0,0,4.081966620996348
116,3.8046530771509244,0,0,3.8046530771509244
117,3.804653077150927,0,0,3.804653077150927
118,3.804653077150927,0,0,3.804653077150927
119,2.9812527269615097,0,0,2.9812527269615097
120,2.9812527269615097,0,0,2.9812527269615097
121,3.04753132919813,0,0,3.04753132919813
122,2.6505670497721066,0,0,2.6505670497721066
123,2.6505670497721066,0,0,2.6505670497721066
124,2.6505670497721066,0,0,2.6505670497721066
125,2.577569322573243,0,0,2.577569322573243
126,2.577569322573243,0,0,2.577569322573243
127,2.644721290965564,0,0,2.644721290965564
128,2.634157164143251,0,0,2.634157164143251
129,2.634157164143251,0,0,2.634157164143251
130,2.634157164143251,0,0,2.634157164143251
131,2.634157164143251,0,0,2.634157164143251
132,2.634157164143251,0,0,2.634157164143251
133,2.679306402144505,0,0,2.679306402144505
134,2.84242405750312,0,0,2.84242405750312
135,2.84242405750312,0,0,2.84242405750312
136,3.2043327287575463,0,0,3.2043327287575463
137,3.2043327287575463,0,0,3.2043327287575463
138,3.2040800564963705,0,0,3.2040800564963705
139,3.1915423466379993,0,0,3.1915423466379993
140,2.331835054720908,0,0,2.331835054720908
141,1.8407901057448322,0,0,1.8407901057448322
142,1.8407901057448322,0,0,1.8407901057448322
143,1.8407901057448322,0,0,1.8407901057448322
144,1.8407901057448322,0,0,1.8407901057448322
145,1.739352984172518,0,0,1.739352984172518
146,1.3384853913620822,0,0,1.3384853913620822
147,0.5090101036116133,0,0,0.5090101036116133
148,0.5090101036116133,0,0,0.5090101036116133
149,0.5090101036116133,0,0,0.5090101036116133
150,0.5090101036116133,0,0,0.5090101036116133
151,1.2560345733260436,0,0,1.2560345733260436
152,1.2560345733260436,0,0,1.2560345733260436
153,0.7824485055370529,0,0,0.7824485055370529
154,0.7824485055370529,0,0,0.7824485055370529
155,0.7824485055370529,0,0,0.7824485055370529
156,0.7824485055370529,0,0,0.7824485055370529
157,0.8923664149113738,0,0,0.8923664149113738
158,0.8923664149113738,0,0,0.8923664149113738
159,0.9324325802144849,0,0,0.9324325802144849
160,0.9324325802144849,0,0,0.9324325802144849
161,0.9324325802144849,0,0,0.9324325802144849
162,0.9324325802144849,0,0,0.9324325802144849
163,0.8923664149113738,0,0,0.8923664149113738
164,0.8923664149113738,0,0,0.8923664149113738
165,0.9324325802144849,0,0,0.9324325802144849
166,0.9324325802144849,0,0,0.9324325802144849
167,0.9324325802144849,0,0,0.9324325802144849
168,0.9324325802144849,0,0,0.9324325802144849
169,1.0656649851955398,0,0,1.0656649851955398
170,1.0656649851955398,0,0,1.0656649851955398
171,1.07846843691514,0,0,1.07846843691514
172,1.0784684369151452,0,0,1.0784684369151452
173,1.0784684369151452,0,0,1.0784684369151452
174,1.0784684369151452,0,0,1.0784684369151452
175,1.606683292696394,0,0,1.606683292696394
176,1.606683292696394,0,0,1.606683292696394
177,1.6816558708721132,0,0,1.6816558708721132
178,1.6817534750820182,0,0,1.6817534750820182
179,1.6817534750820182,0,0,1.6817534750820182
180,1.6817534750820182,0,0,1.6817534750820182
181,1.9920983272521888,0,0,1.9920983272521888
182,1.9920983272521888,0,0,1.9920983272521888
183,1.8106561560925478,0,0,1.8106561560925478
184,2.1327908618332234,0,0,2.1327908618332234
185,2.1327908618332234,0,0,2.1327908618332234
186,2.1327908618332234,0,0,2.1327908618332234
187,2.9885889549413025,0,0,2.9885889549413025
188,2.9885889549413025,0,0,2.9885889549413025
189,2.9479498433700604,0,0,2.9479498433700604
190,3.180425118476875,0,0,3.180425118476875
191,3.180425118476875,0,0,3.180425118476875
192,3.1804251184768715,0,0,3.1804251184768715
193,3.475731336646789,0,0,3.475731336646789
194,3.475731336646789,0,0,3.475731336646789
195,3.1428487227085036,0,0,3.1428487227085036
196,3.128598536231114,0,0,3.128598536231114
197,3.128598536231114,0,0,3.128598536231114
198,3.1285985362311104,0,0,3.1285985362311104
199,3.4482923630589424,0,0,3.4482923630589424
200,3.4482923630589424,0,0,3.4482923630589424
201,3.697160530168876,0,0,3.697160530168876
202,3.670237347393037,0,0,3.670237347393037
203,3.670237347393037,0,0,3.670237347393037
204,3.6702373473930328,0,0,3.6702373473930328
205,3.760768551242075,0,0,3.760768551242075
206,3.760768551242075,0,0,3.760768551242075
207,3.4039673677985314,0,0,3.4039673677985314
208,3.4545899268121483,0,0,3.4545899268121483
209,3.4545899268121483,0,0,3.4545899268121483
210,3.4545899268121483,0,0,3.4545899268121483
211,3.336669946977746,0,0,3.336669946977746
212,3.336669946977746,0,0,3.336669946977746
213,3.4330001398882817,0,0,3.4330001398882817
214,3.4521133645294966,0,0,3.4521133645294966
215,3.4521133645294966,0,0,3.4521133645294966
216,3.4521133645295015,0,0,3.4521133645295015
217,3.4647600516138675,0,0,3.4647600516138675
218,3.4647600516138692,0,0,3.4647600516138692
219,3.4521133645294966,0,0,3.4521133645294966
220,3.4647600516138692,0,0,3.4647600516138692
221,3.4647600516138692,0,0,3.4647600516138692
222,3.4647600516138692,0,0,3.4647600516138692
223,3.4501831280980046,0,0,3.4501831280980046
224,3.4501831280980046,0,0,3.4501831280980046
225,3.0884478151351256,0,0,3.0884478151351256
226,2.838746195932226,0,0,2.838746195932226
227,2.635854238023571,0,0,2.635854238023571
228,2.635481929485436,0,0,2.635481929485436
229,2.5834838955715203,0,0,2.5834838955715203
230,2.5834838955715203,0,0,2.5834838955715203
231,2.444939308567198,0,0,2.444939308567198
232,2.397345388198709,0,0,2.397345388198709
233,2.397345388198709,0,0,2.397345388198709
234,2.4449393085671915,0,0,2.4449393085671915
235,2.3973453881987066,0,0,2.3973453881987066
236,2.3973453881987066,0,0,2.3973453881987066
237,2.1783763527179527,0,0,2.1783763527179527
238,2.136702113096646,0,0,2.136702113096646
239,2.136702113096646,0,0,2.136702113096646
240,1.8855570629067648,0,0,1.8855570629067648
241,3.1509006363566336,0,0,3.1509006363566336
242,3.189969675024095,0,0,3.189969675024095
243,3.234231148104293,0,0,3.234231148104293
244,3.456810237300455,0,0,3.456810237300455
245,4.06910859760822,0,0,4.06910859760822
246,4.493715357754674,0,0,4.493715357754674
247,4.626018415871865,0,0,4.626018415871865
248,4.718129808121903,0,0,4.718129808121903
249,4.42246150222045,0,0,4.42246150222045
250,4.7335686250327855,0,0,4.7335686250327855
251,4.762014585557467,0,0,4.762014585557467
252,5.023313331558334,0,0,5.023313331558334
253,5.040494369262082,0,0,5.040494369262082
254,5.194470353047642,0,0,5.194470353047642
255,5.194470353047638,0,0,5.194470353047638
256,5.450012604156913,0,0,5.450012604156913
257,5.683247136881211,0,1,5.683247136881211
258,5.589831533467885,0,1,5.589831533467885
259,5.810555727690538,0,1,5.810555727690538
260,5.924919084402385,0,1,5.924919084402385
261,6.238736448256164,0,1,6.238736448256164
262,6.258980559980182,0,1,6.258980559980182
263,5.549923081017563,0,0,5.549923081017563
264,5.6202154150928845,0,1,5.6202154150928845
265,5.921990943577236,0,1,5.921990943577236
266,5.929294027348296,0,1,5.929294027348296
267,5.929294027348293,0,1,5.929294027348293
268,5.711025459584392,0,1,5.711025459584392
269,5.711025459584392,0,1,5.711025459584392
270,5.721504240244176,0,1,5.721504240244176
271,5.721504240244176,0,1,5.721504240244176
272,5.783173468785743,0,1,5.783173468785743
273,6.357010415667204,0,1,6.357010415667204
274,6.345526362755837,0,1,6.345526362755837
275,6.3480870896855235,0,1,6.3480870896855235
276,6.334897706971136,0,1,6.334897706971136
277,6.339136058563617,0,1,6.339136058563617
278,6.17569161611561,0,1,6.17569161611561
279,6.116562316936423,0,1,6.116562316936423
280,6.116562316936423,0,1,6.116562316936423
281,6.116562316936423,0,1,6.116562316936423
282,6.117623600799663,0,1,6.117623600799663
283,6.192236439579009,0,1,6.192236439579009
284,6.192236439579009,0,1,6.192236439579009
285,6.162689378528801,0,1,6.162689378528801
286,6.399866367480708,0,1,6.399866367480708
287,6.399866367480709,0,1,6.399866367480709
288,6.373450767870048,0,1,6.373450767870048
289,6.373450767870048,0,1,6.373450767870048
290,6.373450767870048,0,1,6.373450767870048
291,6.373450767870046,0,1,6.373450767870046
292,6.382308294900948,0,1,6.382308294900948
293,6.455670446844137,0,1,6.455670446844137
294,6.590654309700176,0,1,6.590654309700176
295,6.535961818378286,0,1,6.535961818378286
296,6.478180962568771,0,1,6.478180962568771
297,6.461824949953591,0,1,6.461824949953591
298,6.198085851931314,0,1,6.198085851931314
299,6.163514582498526,0,1,6.163514582498526
300,6.039662607895416,0,1,6.039662607895416
301,6.218732835021663,0,1,6.218732835021663
302,6.190708613247092,0,1,6.190708613247092
303,6.186402869413193,0,1,6.186402869413193
304,6.079812599592205,0,1,6.079812599592205
305,5.96129028715626,0,1,5.96129028715626
306,5.95564163931973,0,1,5.95564163931973
307,5.871703113430646,0,1,5.871703113430646
308,5.806784711844969,0,1,5.806784711844969
309,5.707150567319317,0,1,5.707150567319317
310,5.689860519535439,0,1,5.689860519535439
311,5.792514491925278,0,1,5.792514491925278
312,5.626956328594898,0,1,5.626956328594898
313,4.638110017515375,0,0,4.638110017515375
314,4.2854590161113615,0,0,4.2854590161113615
315,4.1366163514556415,0,0,4.1366163514556415
316,3.8507467794514896,0,0,3.8507467794514896
317,3.877788198630214,0,0,3.877788198630214
318,3.6015943584585766,0,0,3.6015943584585766
319,3.6020410421471225,0,0,3.6020410421471225
320,2.9764566655637097,0,0,2.9764566655637097
321,2.9874027117727975,0,0,2.9874027117727975
322,2.466036574984399,0,0,2.466036574984399
323,2.466036574984399,0,0,2.466036574984399
324,2.466036574984399,0,0,2.466036574984399
325,1.7222361884967399,0,0,1.7222361884967399
326,2.4154610300932666,0,0,2.4154610300932666
327,2.4788388612531618,0,0,2.4788388612531618
328,2.2383741991101704,0,0,2.2383741991101704
329,2.2383741991101704,0,0,2.2383741991101704
330,2.2383741991101704,0,0,2.2383741991101704
331,2.2383741991101704,0,0,2.2383741991101704
332,2.2383741991101704,0,0,2.2383741991101704
333,2.2383741991101704,0,0,2.2383741991101704
334,2.4614481315200596,0,0,2.4614481315200596
335,2.4614481315200596,0,0,2.4614481315200596
336,2.0790117772759507,0,0,2.0790117772759507
337,2.0790117772759507,0,0,2.0790117772759507
338,2.0790117772759507,0,0,2.0790117772759507
339,2.0790117772759507,0,0,2.0790117772759507
340,2.0790117772759507,0,0,2.0790117772759507
341,2.0790117772759507,0,0,2.0790117772759507
342,1.849507006549047,0,0,1.849507006549047
343,1.849507006549047,0,0,1.849507006549047
344,1.9638991239495853,0,0,1.9638991239495853
345,1.9638991239495853,0,0,1.9638991239495853
346,1.9638991239495853,0,0,1.9638991239495853
347,1.9638991239495853,0,0,1.9638991239495853
348,1.9638991239495853,0,0,1.9638991239495853
349,1.9638991239495853,0,0,1.9638991239495853
350,2.872388579796087,0,0,2.872388579796087
351,2.872388579796087,0,0,2.872388579796087
352,2.9629262021443816,0,0,2.9629262021443816
353,2.9629262021443816,0,0,2.9629262021443816
354,2.9629262021443816,0,0,2.9629262021443816
355,2.9629262021443816,0,0,2.9629262021443816
356,2.9629262021443856,0,0,2.9629262021443856
357,2.9629262021443856,0,0,2.9629262021443856
358,3.1807239604354827,0,0,3.1807239604354827
359,3.1807239604354827,0,0,3.1807239604354827
360,2.2153634739780927,0,0,2.2153634739780927
361,2.215136476610374,0,0,2.215136476610374
362,2.2158586556789537,0,0,2.2158586556789537
363,3.155196260914987,0,0,3.155196260914987
364,3.1551962609149924,0,0,3.1551962609149924
365,3.1550993803858125,0,0,3.1550993803858125
366,2.987340563216301,0,0,2.987340563216301
367,2.987340563216301,0,0,2.987340563216301
368,2.5670976011588107,0,0,2.5670976011588107
369,2.5670976011588107,0,0,2.5670976011588107
370,2.5670976011588107,0,0,2.5670976011588107
371,2.5670976011588107,0,0,2.5670976011588107
372,2.5670976011588107,0,0,2.5670976011588107
373,2.5670976011588107,0,0,2.5670976011588107
374,2.817667517055328,0,0,2.817667517055328
375,2.8176500005701963,0,0,2.8176500005701963
376,2.7604348903033955,0,0,2.7604348903033955
377,2.7604348903033955,0,0,2.7604348903033955
378,2.7604348903033955,0,0,2.7604348903033955
379,2.7604348903033977,0,0,2.7604348903033977
380,2.7604348903033977,0,0,2.7604348903033977
381,2.7604348903033977,0,0,2.7604348903033977
382,2.8482213571130823,0,0,2.8482213571130823
383,2.848221357113084,0,0,2.848221357113084
384,3.8031818870082006,0,0,3.8031818870082006
385,3.8031818870082006,0,0,3.8031818870082006
386,3.7293773586250576,0,0,3.7293773586250576
387,3.729377358625055,0,0,3.729377358625055
388,3.8031818870082006,0,0,3.8031818870082006
389,3.8031818870082006,0,0,3.8031818870082006
390,3.5163951127064332,0,0,3.5163951127064332
391,3.5163951127064332,0,0,3.5163951127064332
392,2.7723703842562175,0,0,2.7723703842562175
393,2.7723703842562175,0,0,2.7723703842562175
394,2.7723703842562175,0,0,2.7723703842562175
395,2.7723703842562215,0,0,2.7723703842562215
396,2.7723703842562215,0,0,2.7723703842562215
397,2.7723703842562215,0,0,2.7723703842562215
398,3.101653714094403,0,0,3.101653714094403
399,3.101653714094403,0,0,3.101653714094403
400,2.959512098280135,0,0,2.959512098280135
401,2.862963672430447,0,0,2.862963672430447
402,2.862963672430447,0,0,2.862963672430447
403,2.862963672430447,0,0,2.862963672430447
404,2.862963672430447,0,0,2.862963672430447
405,2.862963672430447,0,0,2.862963672430447
406,2.803864776817765,0,0,2.803864776817765
407,2.7285264289996483,0,0,2.7285264289996483
408,1.9381568816041312,0,0,1.9381568816041312
409,1.9381568816041312,0,0,1.9381568816041312
410,1.9381568816041312,0,0,1.9381568816041312
411,1.9381568816041312,0,0,1.9381568816041312
412,1.9381568816041312,0,0,1.9381568816041312
413,1.9381568816041312,0,0,1.9381568816041312
414,1.8035935926971471,0,0,1.8035935926971471
415,1.8035935926971471,0,0,1.8035935926971471
416,1.2204871980523566,0,0,1.2204871980523566
417,1.2204871980523566,0,0,1.2204871980523566
418,1.2204871980523566,0,0,1.2204871980523566
419,1.2204871980523566,0,0,1.2204871980523566
420,1.2204871980523566,0,0,1.2204871980523566
421,1.2204871980523566,0,0,1.2204871980523566
422,1.1188049626799108,0,0,1.1188049626799108
423,1.1188049626799108,0,0,1.1188049626799108
424,0.7808757380667781,0,0,0.7808757380667781
425,0.7808757380667781,0,0,0.7808757380667781
426,0.7808757380667781,0,0,0.7808757380667781
427,0.7808757380667781,0,0,0.7808757380667781
428,0.7808757380667781,0,0,0.7808757380667781
429,0.7808757380667781,0,0,0.7808757380667781
430,0.7303589713519543,0,0,0.7303589713519543
431,0.7303589713519543,0,0,0.7303589713519543
432,0.0,0,0,0.0
433,0.0,0,0,0.0
434,0.0,0,0,0.0
435,0.0,0,0,0.0
436,0.0,0,0,0.0
437,0.0,0,0,0.0
438,0.0,0,0,0.0
439,0.0,0,0,0.0
440,0.0,0,0,0.0
441,0.0,0,0,0.0
442,0.0,0,0,0.0
443,0.0,0,0,0.0
444,0.0,0,0,0.0
445,0.0,0,0,0.0
446,0.0,0,0,0.0
447,0.0,0,0,0.0
448,0.0,0,0,0.0
449,0.0,0,0,0.0
450,0.0,0,0,0.0
451,0.0,0,0,0.0
452,0.0,0,0,0.0
453,0.0,0,0,0.0
454,0.0,0,0,0.0
455,0.0,0,0,0.0
456,0.0,0,0,0.0
457,0.0,0,0,0.0
458,0.0,0,0,0.0
459,0.0,0,0,0.0
460,0.0,0,0,0.0
461,0.0,0,0,0.0
462,0.0,0,0,0.0
463,0.0,0,0,0.0
464,0.0,0,0,0.0
465,0.0,0,0,0.0
466,0.0,0,0,0.0
467,0.0,0,0,0.0
468,0.0,0,0,0.0
469,0.0,0,0,0.0
470,0.0,0,0,0.0
471,0.0,0,0,0.0
472,0.0,0,0,0.0
473,0.0,0,0,0.0
474,0.0,0,0,0.0
475,0.0,0,0,0.0
476,0.0,0,0,0.0
477,0.0,0,0,0.0
478,2.1073424255447017e-07,0,0,2.1073424255447017e-07
479,2.580956827951785e-07,0,0,2.580956827951785e-07
480,2.1073424255447017e-07,0,0,2.1073424255447017e-07
481,2.1073424255447017e-07,0,0,2.1073424255447017e-07
482,2.1073424255447017e-07,0,0,2.1073424255447017e-07
483,2.1073424255447017e-07,0,0,2.1073424255447017e-07
484,2.1073424255447017e-07,0,0,2.1073424255447017e-07
485,2.7877519926234645e-07,0,0,2.7877519926234645e-07
486,0.709169867894926,0,0,0.709169867894926
487,0.7091698678949416,0,0,0.7091698678949416
488,0.35392809810337156,0,0,0.35392809810337156
489,0.35392809810337156,0,0,0.35392809810337156
490,0.35392809810337156,0,0,0.35392809810337156
491,0.35392809810337156,0,0,0.35392809810337156
492,0.3539280981034029,0,0,0.3539280981034029
493,0.3539280981034029,0,0,0.3539280981034029
494,0.9431659042990972,0,0,0.9431659042990972
495,0.9431659042991031,0,0,0.9431659042991031
496,0.9371744656668602,0,0,0.9371744656668602
497,0.9371744656668602,0,0,0.9371744656668602
498,0.9371744656668602,0,0,0.9371744656668602
499,0.9371744656668602,0,0,0.9371744656668602
500,0.9371744656668721,0,0,0.9371744656668721
501,0.9371744656668721,0,0,0.9371744656668721
502,0.9660718612475994,0,0,0.9660718612475994
503,0.9660718612475994,0,0,0.9660718612475994
504,0.8178654096638779,0,0,0.8178654096638779
505,0.8178654096638779,0,0,0.8178654096638779
506,0.8178654096638779,0,0,0.8178654096638779
507,0.8178654096638779,0,0,0.8178654096638779
508,0.8178654096638779,0,0,0.8178654096638779
509,0.8178654096638779,0,0,0.8178654096638779
510,1.0777749761556603,0,0,1.0777749761556603
511,1.0777749761556603,0,0,1.0777749761556603
512,0.9784509699426817,0,0,0.9784509699426817
513,0.9784509699426817,0,0,0.9784509699426817
514,0.9784509699426817,0,0,0.9784509699426817
515,0.9784509699426817,0,0,0.9784509699426817
516,0.9784509699426817,0,0,0.9784509699426817
517,0.9784509699426873,0,0,0.9784509699426873
518,1.0124560904158495,0,0,1.0124560904158495
519,1.0124560904158495,0,0,1.0124560904158495
520,0.35392809810337156,0,0,0.35392809810337156
521,0.35392809810337156,0,0,0.35392809810337156
522,0.35392809810337156,0,0,0.35392809810337156
523,0.35392809810337156,0,0,0.35392809810337156
524,0.3539280981034029,0,0,0.3539280981034029
525,0.3539280981034029,0,0,0.3539280981034029
526,0.8017840111884189,0,0,0.8017840111884189
527,0.8017840111884189,0,0,0.8017840111884189
528,0.7952411612974295,0,0,0.7952411612974295
529,0.7952411612974295,0,0,0.7952411612974295
530,0.7952411612974295,0,0,0.7952411612974295
531,0.7952411612974295,0,0,0.7952411612974295
532,0.7952411612974295,0,0,0.7952411612974295
533,0.7952411612974295,0,0,0.7952411612974295
534,1.085067566172845,0,0,1.085067566172845
535,1.085067566172845,0,0,1.085067566172845
536,1.040729200068101,0,0,1.040729200068101
537,1.040729200068101,0,0,1.040729200068101
538,1.040729200068101,0,0,1.040729200068101
539,1.040729200068101,0,0,1.040729200068101
540,1.040729200068101,0,0,1.040729200068101
541,1.040729200068101,0,0,1.040729200068101
542,1.0850675661728553,0,0,1.0850675661728553
543,1.0850675661728553,0,0,1.0850675661728553
544,1.040729200068101,0,0,1.040729200068101
545,1.040729200068101,0,0,1.040729200068101
546,1.040729200068101,0,0,1.040729200068101
547,1.040729200068101,0,0,1.040729200068101
548,1.040729200068101,0,0,1.040729200068101
549,1.040729200068101,0,0,1.040729200068101
550,1.598249594844209,0,0,1.598249594844209
551,1.598249594844209,0,0,1.598249594844209
552,1.6923245604230608,0,0,1.6923245604230608
553,1.6923245604230608,0,0,1.6923245604230608
554,1.6923245604230575,0,0,1.6923245604230575
555,1.6923245604230575,0,0,1.6923245604230575
556,1.6923245604230575,0,0,1.6923245604230575
557,1.6923245604230575,0,0,1.6923245604230575
558,1.662028831007133,0,0,1.662028831007133
559,1.662028831007133,0,0,1.662028831007133
560,1.6341187666612491,0,0,1.6341187666612491
561,1.6341187666612491,0,0,1.6341187666612491
562,1.6341187666612524,0,0,1.6341187666612524
563,1.6341187666612524,0,0,1.6341187666612524
564,1.6340281581593148,0,0,1.6340281581593148
565,1.6340281581593148,0,0,1.6340281581593148
566,1.7908611056259456,0,0,1.7908611056259456
567,1.7908611056259518,0,0,1.7908611056259518
568,1.2555787426383926,0,0,1.2555787426383926
569,1.2555787426383838,0,0,1.2555787426383838
570,1.2555787426383838,0,0,1.2555787426383838
571,1.2555787426383838,0,0,1.2555787426383838
572,1.2553970485928645,0,0,1.2553970485928645
573,1.2553970485928645,0,0,1.2553970485928645
574,2.233023766498172,0,0,2.233023766498172
575,2.233023766498172,0,0,2.233023766498172
576,1.5421748362378236,0,0,1.5421748362378236
577,3.609542768353058,0,0,3.609542768353058
578,3.609542768353058,0,0,3.609542768353058
579,3.57182833397073,0,0,3.57182833397073
580,3.8560811045160004,0,0,3.8560811045160004
581,3.8560811045160004,0,0,3.8560811045160004
582,3.8560811045160004,0,0,3.8560811045160004
583,4.261093299526238,0,0,4.261093299526238
584,4.57803594001084,0,0,4.57803594001084
585,5.613956446236724,0,1,5.613956446236724
586,5.613956446236724,0,1,5.613956446236724
587,5.758288030076496,0,1,5.758288030076496
588,5.758288030076496,0,1,5.758288030076496
589,5.4837339196176105,0,0,5.4837339196176105
590,5.4837339196176105,0,0,5.4837339196176105
591,5.483733919617612,0,0,5.483733919617612
592,5.373141321562232,0,0,5.373141321562232
593,5.279764671724114,0,0,5.279764671724114
594,5.149210786802357,0,0,5.149210786802357
595,4.728935968175711,0,0,4.728935968175711
596,4.750817511829127,0,0,4.750817511829127
597,4.750817511829127,0,0,4.750817511829127
598,4.750817511829127,0,0,4.750817511829127
599,4.750817511829127,0,0,4.750817511829127
600,4.4185471384818396,0,0,4.4185471384818396
601,4.242321335434156,0,0,4.242321335434156
602,4.242321335434156,0,0,4.242321335434156
603,4.012100207147365,0,0,4.012100207147365
604,3.918357541096476,0,0,3.918357541096476
605,3.682742037328507,0,0,3.682742037328507
606,4.226679361890197,0,0,4.226679361890197
607,4.384035495118835,0,0,4.384035495118835
608,4.140474443557113,0,0,4.140474443557113
609,4.140474443557113,0,0,4.140474443557113
610,3.8118776755468193,0,0,3.8118776755468193
611,3.748513909799155,0,0,3.748513909799155
612,3.7710519418082997,0,0,3.7710519418082997
613,4.089972307954228,0,0,4.089972307954228
614,4.090605933446895,0,0,4.090605933446895
615,4.03928618114989,0,0,4.03928618114989
616,3.919147591244096,0,0,3.919147591244096
617,3.919147591244096,0,0,3.919147591244096
618,3.7970525174840137,0,0,3.7970525174840137
619,3.793547198650477,0,0,3.793547198650477
