sequence_start_index,reconstruction_error,is_anomaly
208,0.01783990576203561,0
209,0.026318205671998256,0
210,0.026800422648222234,0
211,0.03240202225631522,0
212,0.03269029537042359,0
213,0.032980192751667366,0
214,0.03396879697177023,0
215,0.03447491382059823,0
216,0.03514895037082081,0
217,0.03537360060319561,0
218,0.04112075919219786,0
219,0.04115067264324695,0
220,0.04116483826309662,0
221,0.04086160010723102,0
222,0.050103884408844244,0
223,0.04845730445075222,0
224,0.051949349887367026,0
225,0.05223655688773302,0
226,0.05530184876512016,0
227,0.05729313586259373,0
228,0.04182737774901896,0
229,0.044383712035575604,0
230,0.04856213842550589,0
231,0.05695367498301842,0
232,0.06550302970090159,0
233,0.11742198089753982,0
234,0.14077482082926435,0
235,0.13650771279528323,0
236,0.15056547846353519,0
237,0.1211939354091078,0
238,0.08880916078731516,0
239,0.06163749753174778,0
240,0.034293668204222486,0
241,0.012015313238970376,0
242,0.009757511747403311,0
243,0.00951021896641254,0
244,0.009736613815210415,0
245,0.012351547835626395,0
246,0.02018550692995143,0
247,0.020541584787047394,0
248,0.024250872468520757,0
249,0.030732709808672386,0
250,0.032411430263871846,0
251,0.029868359252672887,0
252,0.03058095322694316,0
253,0.05764058148879688,0
254,0.11363207351765288,0
255,0.1665855478362785,0
256,0.18187278174107058,0
257,0.18272736591522004,0
258,0.18490710046122863,0
259,0.18772950155103135,0
260,0.19035218173584792,0
261,0.19104628491300973,0
262,0.19201743036269645,0
263,0.1935756863970015,0
264,0.19453176815394638,0
265,0.19487352646933762,0
266,0.1815532901068705,0
267,0.1839853290246958,0
268,0.17374020036494198,0
269,0.14872477905449372,0
270,0.09760096370376717,0
271,0.0520266610723914,0
272,0.017064010639483727,0
273,0.015231522427008847,0
274,0.027067806125032144,0
275,0.046868127092086584,0
276,0.04953023303697657,0
277,0.04562571065672662,0
278,0.060707899889781855,0
279,0.07855362886195813,0
280,0.08919180790973472,0
281,0.09777101194443391,0
282,0.10598033323300753,0
283,0.09229782277235489,0
284,0.059235457625440247,0
285,0.03071960902724017,0
286,0.005777862238952931,0
287,0.005383539526098536,0
288,0.004988507181221815,0
289,0.005079324358745974,0
290,0.005338689945415909,0
291,0.007947509916497232,0
292,0.009102647020443666,0
293,0.01234405700261813,0
294,0.013542452195184735,0
295,0.014570466237003726,0
296,0.015169272622951622,0
297,0.011624545514571,0
298,0.012239531991765069,0
299,0.012450872081062436,0
300,0.01561148801380208,0
301,0.020776245768801497,0
302,0.023236819840066963,0
303,0.027131962662478852,0
304,0.030499732868038205,0
305,0.04293136753684021,0
306,0.06247246706622128,0
307,0.08500459000488395,0
308,0.10347555676181752,0
309,0.09995008578305085,0
310,0.08264120687362478,0
311,0.06363463237619017,0
312,0.031215823303811535,0
313,0.006298933751519385,0
314,0.005477899053104746,0
315,0.005214712279643018,0
316,0.0051688536367846365,0
317,0.0056490313021519845,0
318,0.008583026998487665,0
319,0.015463534711776175,0
320,0.03994677675367345,0
321,0.043572613876259804,0
322,0.0429426828322972,0
323,0.04218308051580411,0
324,0.03414160438439746,0
325,0.04041096125702888,0
326,0.04524099723049987,0
327,0.04651643325276822,0
328,0.04472431003547303,0
329,0.04552158840717123,0
330,0.041810987673303227,0
331,0.045344493757640485,0
332,0.044091211802761744,0
333,0.0512117940053383,0
334,0.046764647412037154,0
335,0.047616220893761975,0
336,0.04841393392608191,0
337,0.04891089423949411,0
338,0.03439506692364135,0
339,0.029974512315852846,0
340,0.009126964038929817,0
341,0.005586433866785234,0
342,0.005656808549115801,0
343,0.005462071575510295,0
344,0.005240524235993414,0
345,0.004019950325167782,0
346,0.003923180476982314,0
347,0.0035066242063663904,0
348,0.0032582142042642654,0
349,0.0033116821502194166,0
350,0.00405084933994929,0
351,0.005144625819583847,0
352,0.0035155877638887723,0
353,0.0042396140388198745,0
354,0.003920337782418681,0
355,0.004085597354385437,0
356,0.004164444143940153,0
357,0.0047517013451094875,0
358,0.010669874020807515,0
359,0.007747943259985265,0
360,0.010374479328947191,0
361,0.011544725941848672,0
362,0.013123568128493385,0
363,0.014289541453247522,0
364,0.01645386835384168,0
365,0.022341472151333596,0
366,0.02360257016658656,0
367,0.028895077673918978,0
368,0.03557546310536848,0
369,0.04256933477463928,0
370,0.061034275376496784,0
371,0.0853298403403318,0
372,0.09123386866791919,0
373,0.11065217243405752,0
374,0.08987753109646562,0
375,0.06229685739670726,0
376,0.03246075357870014,0
377,0.008780560814053059,0
378,0.006569562435667112,0
379,0.006699476163326346,0
380,0.0066482424402793255,0
381,0.009836032022281591,0
382,0.009474955136277649,0
383,0.008225800286301144,0
384,0.009224850502625928,0
385,0.012693097568179244,0
386,0.01394068640879532,0
387,0.01004639947726898,0
388,0.0040883121569027115,0
389,0.004266770341849369,0
390,0.00453908419217964,0
391,0.004866099037262501,0
392,0.005102395453732667,0
393,0.005489633395918511,0
394,0.006052730504553968,0
395,0.006619258854665193,0
396,0.007011893133012158,0
397,0.02098444962479632,0
398,0.011926938985435436,0
399,0.012665548961002498,0
400,0.013836992421495406,0
401,0.013953439913806213,0
402,0.01834723050703685,0
403,0.03512310331665834,0
404,0.0492741255591765,0
405,0.08395934997436476,0
406,0.11777860575304289,0
407,0.15177379732043855,0
408,0.18067921674452778,0
409,0.20498517959281112,0
410,0.22194403323748615,0
411,0.23314277067779865,0
412,0.22893732379724313,0
413,0.2172907867116553,0
414,0.19901504467782669,0
415,0.15220184601725123,0
416,0.13135479768318808,0
417,0.053497297168240435,0
418,0.01605269146963832,0
419,0.01258391573889577,0
420,0.013458318382740836,0
421,0.01743735292915117,0
422,0.01826080381975415,0
423,0.013585611797071056,0
424,0.011692334089538434,0
425,0.012412595497062971,0
426,0.013487169428154182,0
427,0.013620867063921325,0
428,0.014793528467374731,0
429,0.019585203411024096,0
430,0.020012595858274664,0
431,0.024769278429021335,0
432,0.0304522000521218,0
433,0.03644204796113888,0
434,0.051621354646738615,0
435,0.06953027958158182,0
436,0.08061548590498412,0
437,0.10228418127201419,0
438,0.08663937245268573,0
439,0.06197548435149828,0
440,0.0313673895820684,0
441,0.006068116647259309,0
442,0.005323072129649578,0
443,0.005138023560487297,0
444,0.00550292061920568,0
445,0.007411916309696352,0
446,0.008383989941814603,0
447,0.00854901781618078,0
448,0.012305081365666137,0
449,0.018326376260944674,0
450,0.017575065612055022,0
451,0.011673582536098303,0
452,0.005155599266933554,0
453,0.005238896066958212,0
454,0.013589687250101373,0
455,0.008229887635617942,0
456,0.011216912775118323,0
457,0.013028623397525054,0
458,0.015076770591783296,0
459,0.01574443136816727,0
460,0.01684173284300921,0
461,0.02175075685430085,0
462,0.02440785137606458,0
463,0.031526160559545394,0
464,0.04153693177590101,0
465,0.06588465717067854,0
466,0.08790295865901299,0
467,0.08424684839523032,0
468,0.09220917283733018,0
469,0.0945854177096307,0
470,0.08051959590986939,0
471,0.06093418161507434,0
472,0.0311181204242498,0
473,0.005376981353320788,0
474,0.005381736340065748,0
475,0.005210833765227325,0
476,0.005160314070160904,0
477,0.005371170772605462,0
478,0.007835298464719285,0
479,0.008480823364417762,0
480,0.011898019741177941,0
481,0.018010913236946976,0
482,0.015814561585359113,0
483,0.011632784817622584,0
484,0.004824387449591503,0
485,0.014909726939710785,0
486,0.009379791459036987,0
487,0.011386981576899956,0
488,0.0134069087118586,0
489,0.015380622764970622,0
490,0.015836307963160663,0
491,0.016058991268312395,0
492,0.019743673572699606,0
493,0.020507179002280183,0
494,0.026121465275966132,0
495,0.03419242022836591,0
496,0.038012929754489354,0
497,0.05307259316391667,0
498,0.08192963932457971,0
499,0.08647330244747818,0
500,0.08828945587258583,0
501,0.0777845678635706,0
502,0.05856126154323821,0
503,0.03217267574427772,0
504,0.01207358533242647,0
505,0.00788444503504639,0
506,0.009640794123310674,0
507,0.011957397034843064,0
508,0.011073671110311527,0
509,0.010133675592273742,0
510,0.009051228821682045,0
511,0.012177871708257647,0
512,0.015405077408636525,0
513,0.018509900001220183,0
514,0.01773888850306567,0
515,0.013719542580346255,0
516,0.012834206993439842,0
517,0.011622199121803716,0
518,0.015849592447637215,0
519,0.015780308997952207,0
520,0.016982495222833082,0
521,0.02110122097786358,0
522,0.02608338078222151,0
523,0.0382195313300246,0
524,0.05381671842537097,0
525,0.07347826419109633,0
526,0.08297392159067893,0
527,0.07661949324223907,0
528,0.058733365902369924,0
529,0.03298984169023246,0
530,0.014408784408667191,0
531,0.007533621741653593,0
532,0.009076130579535468,0
533,0.011263687831117175,0
534,0.010236746257952772,0
535,0.009799605659597107,0
536,0.009203955025540101,0
537,0.014017421080819705,0
538,0.016616750019517443,0
539,0.019795763502663904,0
540,0.01838009237519335,0
541,0.01371634541844469,0
542,0.012281919412908718,0
543,0.011799184569366161,0
544,0.015790049321246245,0
545,0.013945750124084019,0
546,0.01439007301193973,0
547,0.017545458124931124,0
548,0.015624484922922432,0
549,0.0223694608673909,0
550,0.032621497162996685,0
551,0.0457494575445277,0
552,0.052049739783040526,0
553,0.07109290684000884,0
554,0.05526686287222295,0
555,0.03135396312471949,0
556,0.007321400418711779,0
557,0.005052624810481776,0
558,0.005789736904540177,0
559,0.005679902992263331,0
560,0.0076566307399960854,0
561,0.03151513471219513,0
562,0.026279250587700087,0
563,0.026054342028612554,0
564,0.028121810782189487,0
565,0.0360333822335416,0
566,0.03318097481215086,0
567,0.023024399600322105,0
568,0.01873543170994575,0
569,0.01841303737503005,0
570,0.019610142595388062,0
571,0.021712956736472215,0
572,0.03738091537547688,0
573,0.05467790491332404,0
574,0.07100210435498147,0
575,0.08931198445649616,0
576,0.10119647336849429,0
577,0.10806445283769248,0
578,0.10241380605929604,0
579,0.086902122371363,0
580,0.023021442643242584,0
581,0.008155291916823564,0
582,0.010020195399825774,0
583,0.012202361705836388,0
584,0.029597200781053063,0
585,0.039636021838707486,0
586,0.06247295237255809,0
587,0.05045007838144765,0
588,0.03498303245203095,0
589,0.026196299496097742,0
590,0.0198422606523823,0
591,0.014377411966238592,0
592,0.012625804099697723,0
593,0.011482043190770294,0
594,0.013549255087909367,0
595,0.011273642872331981,0
596,0.012426730070539894,0
597,0.008397499173068581,0
598,0.02120849906805717,0
599,0.030250421281768653,0
600,0.030036906669437046,0
601,0.0329603750077041,0
602,0.020331848230097517,0
603,0.009676882273420015,0
604,0.007995519498663544,0
605,0.007592660950738091,0
606,0.021667422293337128,0
607,0.008520749154991212,0
608,0.010716401332906259,0
609,0.01354629134165788,0
610,0.01656748221609027,0
611,0.012639523940254518,0
612,0.03414678135516827,0
613,0.03622236531496299,0
614,0.06454632072462033,0
615,0.062102354120108706,0
616,0.06397378497234404,0
617,0.06017771494935812,0
618,0.06378159695150477,0
619,0.0645624824301496,0
620,0.06880832132682821,0
621,0.07774981513506173,0
622,0.07994655320840303,0
623,0.0818306368489994,0
624,0.08651047276471818,0
625,0.08109696413493658,0
626,0.08435689411711869,0
627,0.08227994300192558,0
628,0.08024782530237937,0
629,0.07342454940326788,0
630,0.05104625620733873,0
631,0.0517893214192021,0
632,0.022707698207264558,0
633,0.016519211597544957,0
634,0.004702541659844553,0
635,0.005061000835457732,0
636,0.0055514091845938265,0
637,0.005605563862147328,0
638,0.005999383639459318,0
639,0.005422255070913302,0
640,0.00468788276249839,0
641,0.0042648247722072785,0
642,0.004772260983915631,0
643,0.004691236885720005,0
644,0.004600765338990237,0
645,0.004468794862209311,0
646,0.003968783133676924,0
647,0.003918442902836787,0
648,0.003912654406247402,0
649,0.0039746958274424465,0
650,0.004303644770739913,0
651,0.0034102486185230993,0
652,0.003271231607526798,0
653,0.003368922385891136,0
654,0.0041850816238627195,0
655,0.005175800674007129,0
656,0.004210104108665845,0
657,0.007708271841888758,0
658,0.011153320235180368,0
659,0.022717734549308765,0
660,0.02816503116494371,0
661,0.027101589895333,0
662,0.02511779327694446,0
663,0.021601044665996005,0
664,0.022811014104158707,0
665,0.024989222884510606,0
666,0.024996936555502877,0
667,0.027692529927796784,0
668,0.03158205036857949,0
669,0.03054244446923606,0
670,0.029143106728027557,0
671,0.028527768025795076,0
672,0.02540462419002762,0
673,0.023688393924390778,0
674,0.02332377394940581,0
675,0.021891650135755922,0
676,0.06533080753150722,0
677,0.029975084833384243,0
678,0.04389690143471577,0
679,0.014164422779885468,0
680,0.01607345278469253,0
681,0.01618673784927386,0
682,0.013350792819655056,0
683,0.01332276842940123,0
684,0.01669347181528883,0
685,0.016346772920299284,0
686,0.019082706835618673,0
687,0.018198764671176933,0
688,0.022651929116112243,0
689,0.016689320625226052,0
690,0.016282960566324098,0
691,0.019005689062760876,0
692,0.024628827041887034,0
693,0.03303175517398334,0
694,0.051178922745224995,0
695,0.009635269656188968,0
696,0.008089776922800631,0
697,0.005881365867193318,0
698,0.005134064741086391,0
699,0.0044821070770073145,0
700,0.0045480278014787025,0
701,0.005220347452867006,0
702,0.0054914823233651825,0
703,0.0055858696140586635,0
704,0.0064603167476044564,0
705,0.025363360154613858,0
706,0.02111080481868538,0
707,0.024280906654888534,0
708,0.021364675439538287,0
709,0.023019180753829183,0
710,0.024422943361703888,0
711,0.02540215785262388,0
712,0.013085626460581593,0
713,0.0139526152596294,0
714,0.015005890614498557,0
715,0.017446788446975683,0
716,0.015009573023213593,0
717,0.01738638199881284,0
718,0.014040465660589304,0
719,0.040383872260609625,0
720,0.04584463087131822,0
721,0.049875324854388274,0
722,0.04534308858583771,0
723,0.033921395094230256,0
724,0.009764004728134271,0
725,0.00991627866096089,0
726,0.0071923824696098326,0
727,0.019857546915606306,0
728,0.025196109490061742,0
729,0.011382212759765635,0
730,0.009181160692390035,0
731,0.00919826568673105,0
732,0.00905987342836389,0
733,0.008473736020596995,0
734,0.0091320953123552,0
735,0.013169307860473291,0
736,0.015410298029437497,0
737,0.028127134872402575,0
738,0.02698165672209729,0
739,0.025255685570543217,0
740,0.02161061893413733,0
741,0.02282350903330388,0
742,0.019685324531606742,0
743,0.01869410065741965,0
744,0.022116691918586992,0
745,0.023189299295719536,0
746,0.029336738493187138,0
747,0.05862551171765808,0
748,0.07012639989157482,0
749,0.06442775554943383,0
750,0.06977896529525503,0
751,0.06881205936075889,0
752,0.06886181688321377,0
753,0.06694357287221,0
754,0.05128429198948929,0
755,0.034293075956141096,0
756,0.0073078446129820965,0
757,0.005342181492944138,0
758,0.0059159532366439135,0
759,0.005686327867157967,0
760,0.006964136561839171,0
761,0.020991856865238728,0
762,0.017907131605022893,0
763,0.021236688878052606,0
764,0.018922588837595282,0
765,0.023525256937177493,0
766,0.02504404774428453,0
767,0.02229875628464234,0
768,0.01915487783351216,0
769,0.019211523705436027,0
770,0.019918338311932265,0
771,0.021245210890408633,0
772,0.021261084060678826,0
773,0.02011963818298809,0
774,0.026934851425503135,0
775,0.03868086096303196,0
776,0.04474966055926001,0
777,0.04377133784684182,0
778,0.035607670114657194,0
779,0.033001415382594365,0
780,0.006254782470381995,0
781,0.004189891033374063,0
782,0.00483856148423219,0
783,0.005164245602725406,0
784,0.005251328779757968,0
785,0.006065357376777429,0
786,0.028686162579413494,0
787,0.04861038011488845,0
788,0.025868140869214913,0
789,0.023936900411415347,0
790,0.022337891187559085,0
791,0.0189073961326782,0
792,0.018808967569121558,0
793,0.011565041107794235,0
794,0.012052536136937362,0
795,0.012090018504520577,0
796,0.014855160556450673,0
797,0.012252216525867516,0
798,0.013137213866650451,0
799,0.01018583381368857,0
800,0.02091268756008798,0
801,0.030001192117285712,0
802,0.03627887514851762,0
803,0.041582279358031375,0
804,0.026820414264101998,0
805,0.011751835544612326,0
806,0.007574681518112393,0
807,0.011933824811471061,0
808,0.007298035384409124,0
809,0.012962162464749025,0
810,0.05909396175862517,0
811,0.05491253563124978,0
812,0.05462780466478917,0
813,0.05722849870365095,0
814,0.05768731823811968,0
815,0.0534182083309266,0
816,0.053295569519965766,0
817,0.05974228249436554,0
818,0.06463158174264085,0
819,0.07204708132331893,0
820,0.06523193885083575,0
821,0.04249900036569877,0
822,0.057729376263178235,0
823,0.06782367312316948,0
824,0.069304327927716,0
825,0.07000782050998962,0
826,0.06678202398203092,0
827,0.05118010818854607,0
828,0.03401164618436831,0
829,0.0066403359745380265,0
830,0.005525676561509676,0
831,0.0060273722013709004,0
832,0.005769727387442721,0
833,0.007017393897397762,0
834,0.019802951169465954,0
835,0.029547612124060534,0
836,0.020589115237935836,0
837,0.02113418604196453,0
838,0.020693872760501317,0
839,0.01740985991068089,0
840,0.015032644584263921,0
841,0.013969025511660996,0
842,0.015251293797634896,0
843,0.01533269620891183,0
844,0.01694115820672692,0
845,0.020213889746552548,0
846,0.018514377603935435,0
847,0.014051513111830958,0
848,0.015103312554348148,0
849,0.018202777105439896,0
850,0.020306868559939274,0
851,0.023287147917269657,0
852,0.029619293518824946,0
853,0.011441595773649121,0
854,0.008342703535369648,0
855,0.004378598153833622,0
856,0.0037874024620771483,0
857,0.003456880879478953,0
858,0.003908624043487006,0
859,0.003471710612530342,0
860,0.004148117397940515,0
861,0.0031706617932101915,0
862,0.0033600850074672964,0
863,0.00374956523620045,0
864,0.007048493726626045,0
865,0.02286976933071728,0
866,0.07555546785428832,0
867,0.07860546850329625,0
868,0.08140364432512857,0
869,0.09269593796494777,0
870,0.09464202652629682,0
871,0.12367091685935876,0
872,0.12224155658477473,0
873,0.11479544266737252,0
874,0.11104007259291857,0
875,0.11331597686658176,0
876,0.11617626762108713,0
877,0.12099565302604039,0
878,0.12852175747171746,0
879,0.13295215058333168,0
880,0.13724361284486553,0
881,0.13810258074849507,0
882,0.1396079803907781,0
883,0.14106537741150327,0
884,0.14555506184674766,0
885,0.17813766638688835,0
886,0.1177960077258557,0
887,0.08888894536025907,0
888,0.06325449859056735,0
889,0.0334134217882811,0
890,0.011698984465181334,0
891,0.00628162052209313,0
892,0.004959193561879696,0
893,0.004331062154776232,0
894,0.004068787406399688,0
895,0.0037887737509698393,0
896,0.006014331304885875,0
897,0.007156833533454918,0
898,0.005335984826184627,0
899,0.019061480587301338,0
900,0.01015731788923375,0
901,0.011175548617823555,0
902,0.01005291620233563,0
903,0.011377931836179161,0
904,0.008739380680801618,0
905,0.007820931774431193,0
906,0.00694865985694625,0
907,0.008337447561376025,0
908,0.006760790595013335,0
909,0.0073740080444329005,0
910,0.006127814325215845,0
911,0.006089485140471403,0
912,0.004561696398736815,0
913,0.017303164895228346,0
914,0.017568882611269897,0
915,0.018252838749796895,0
916,0.019077279839696277,0
917,0.01962810906858934,0
918,0.016324095363036938,0
919,0.019064711236659874,0
920,0.019494157945546854,0
921,0.018060504955144517,0
922,0.017511146628807456,0
923,0.016516508470522908,0
924,0.016365580123625666,0
925,0.017110839832185476,0
926,0.016661173838685567,0
927,0.017592131258368605,0
928,0.018311333004071312,0
929,0.018155251993439953,0
930,0.020171900923246285,0
931,0.04115127188344495,0
932,0.04064875626887647,0
933,0.032124186788706065,0
934,0.02446123545227331,0
935,0.02192250252296856,0
936,0.020392633024243698,0
937,0.01770291969287134,0
938,0.014331444264730556,0
939,0.013439538224799685,0
940,0.014655553504195843,0
941,0.013378247380054617,0
942,0.011372032233857767,0
943,0.010601190452752578,0
944,0.008848156458145193,0
945,0.008234478053010318,0
946,0.00852681235740036,0
947,0.013582568719162313,0
948,0.01583270619928594,0
949,0.01691375529607775,0
950,0.01431223588821976,0
951,0.014034032158569434,0
952,0.014024722686532085,0
953,0.10137238094807496,0
954,0.13666260230227587,0
955,0.10188998089491481,0
956,0.13895723598824444,0
957,0.22847286759170254,0
958,0.36829839918467167,0
959,0.491366956772204,0
960,0.6552503941114293,1
961,0.5971200215469954,1
962,0.4343693006768345,0
963,0.19438721556268895,0
964,0.07113648879717906,0
965,0.06097376658096367,0
966,0.05751666190903572,0
967,0.04393601954281054,0
968,0.04775709941576779,0
969,0.0459638978479531,0
970,0.05798679483783864,0
971,0.03913982149934443,0
972,0.020147826221528966,0
973,0.014025816104966624,0
974,0.012805833767270921,0
975,0.014783963170851783,0
976,0.01094800576653474,0
977,0.01025952052925121,0
978,0.013499677272079496,0
979,0.01189230218361634,0
980,0.01322784530438694,0
981,0.013072454754876617,0
982,0.01424958019854373,0
983,0.008817661439766717,0
984,0.019724979739728147,0
985,0.008843253573062457,0
986,0.0339619955177583,0
987,0.02621543760998301,0
988,0.04120141753885999,0
989,0.0038288561547582924,0
990,0.0063674251026548225,0
991,0.007351472116627536,0
992,0.0053945111321395695,0
993,0.0049846091035413405,0
994,0.003556107688380743,0
995,0.0036710027449597324,0
996,0.0040545829772344315,0
997,0.004007007282758662,0
998,0.004535193185498516,0
999,0.005332897800935529,0
1000,0.005365397050709823,0
1001,0.0068232007986484084,0
1002,0.022565166130974118,0
1003,0.018726595020860246,0
1004,0.02119253035548947,0
1005,0.018758557941506042,0
1006,0.022407920736023074,0
1007,0.02602666742155111,0
1008,0.025631461005541627,0
1009,0.016617440230048068,0
1010,0.012478176687613116,0
1011,0.009969385680748613,0
1012,0.0111909639689842,0
1013,0.00958016288120829,0
1014,0.010150241168636595,0
1015,0.007079004180192932,0
1016,0.008541044405949038,0
1017,0.009906652203210855,0
1018,0.010790171044096524,0
1019,0.012301073064790086,0
1020,0.015911657301844614,0
1021,0.01010480305533799,0
1022,0.010666976485434392,0
1023,0.010831619201284825,0
1024,0.010771774280445182,0
1025,0.011134521479704724,0
1026,0.011814599282566049,0
1027,0.012585216500080116,0
1028,0.013186880554968649,0
1029,0.012368659224441296,0
1030,0.011138468781740213,0
1031,0.009428525970524595,0
1032,0.008150933943749536,0
1033,0.008238698393482586,0
1034,0.009936145067083882,0
1035,0.009746138428934934,0
1036,0.005779663043137376,0
1037,0.0056100226479476635,0
1038,0.00555584540559861,0
1039,0.005599694699009836,0
1040,0.005722728985555545,0
1041,0.004370517286716281,0
1042,0.00386716474810452,0
1043,0.003432238817954232,0
1044,0.0035674280326386436,0
1045,0.004093663283229583,0
1046,0.007426368756239077,0
1047,0.009226204697812612,0
1048,0.014303769717771924,0
1049,0.02323670160047898,0
1050,0.023418670664800873,0
1051,0.028071045222536263,0
1052,0.02836521522889838,0
1053,0.028457494953053924,0
1054,0.03300428799974219,0
1055,0.0336755798829389,0
1056,0.08491277821743456,0
1057,0.08496052150858105,0
1058,0.0896000621904023,0
1059,0.08986153655690007,0
1060,0.09526699223360076,0
1061,0.09505237642180471,0
1062,0.17876737761173994,0
1063,0.1780051520288269,0
