row_id,cgid,label
2300.993,16248.352,1391.3881
2301.9673,16249.3545,1391.3906
2302.9417,16250.357,1391.3934
2303.9165,16251.361,1391.3966
2304.8906,16252.364,1391.3994
2305.8652,16253.368,1391.4023
2306.8398,16254.371,1391.4053
2307.814,16255.374,1391.4082
2308.7888,16256.378,1391.4111
2309.7627,16257.381,1391.414
2310.7378,16258.384,1391.4169
2311.712,16259.388,1391.4202
2312.687,16260.391,1391.4227
2313.6611,16261.394,1391.4257
2314.6357,16262.396,1391.4287
2315.61,16263.415,1391.4355
2316.5842,16264.443,1391.4451
2317.5583,16265.473,1391.4545
2318.5327,16266.502,1391.4637
2319.5068,16267.531,1391.4733
2320.4814,16268.56,1391.4827
2321.4558,16269.589,1391.4924
2322.4297,16270.618,1391.5018
2323.4038,16271.646,1391.5116
2324.3784,16272.675,1391.5209
2325.3525,16273.704,1391.53
2326.3271,16274.733,1391.5402
2327.301,16275.762,1391.5496
2328.275,16276.791,1391.559
2329.2495,16277.82,1391.568
2330.2236,16278.85,1391.5779
2331.1982,16279.878,1391.5875
2332.1724,16280.906,1391.5969
2333.1465,16281.936,1391.6064
2334.1206,16282.965,1391.6158
2335.0952,16283.993,1391.6255
2336.0693,16285.022,1391.6349
2337.0432,16286.051,1391.6444
2338.0178,16287.08,1391.6538
2338.9922,16288.109,1391.6632
2339.9663,16289.138,1391.6726
2340.9402,16290.167,1391.6824
2341.9143,16291.196,1391.6918
2342.889,16292.226,1391.7012
2343.863,16293.254,1391.7107
2344.8374,16294.283,1391.7203
2345.8457,16295.37,1391.706
2346.8677,16296.4795,1391.683
2347.8894,16297.59,1391.6597
888.5598,14889.48,1390.8833
889.5593,14890.48,1390.883
890.5581,14891.48,1390.8838
891.5581,14892.48,1390.8833
892.55664,14893.4795,1390.8835
893.5564,14894.48,1390.8835
894.5554,14895.4795,1390.8834
895.5552,14896.48,1390.8833
896.55396,14897.48,1390.8834
897.5537,14898.48,1390.8833
898.55273,14899.4795,1390.8834
899.5525,14900.48,1390.8834
900.55225,14901.48,1390.8834
901.55176,14902.4795,1390.8834
902.55005,14903.4795,1390.8835
903.54956,14904.4795,1390.883
904.5493,14905.4795,1390.8829
905.5481,14906.48,1390.8834
906.5476,14907.48,1390.8834
907.5469,14908.4795,1390.8833
908.5464,14909.4795,1390.8834
909.5459,14910.4795,1390.8834
910.5449,14911.48,1390.8833
911.5442,14912.4795,1390.8835
912.54297,14913.4795,1390.8834
913.5432,14914.4795,1390.8834
914.54224,14915.4795,1390.8834
915.5415,14916.4795,1390.8833
916.54126,14917.4795,1390.8834
917.5398,14918.4795,1390.8834
918.53955,14919.4795,1390.8833
919.5388,14920.4795,1390.8838
920.5386,14921.4795,1390.8834
921.5376,14922.4795,1390.8834
922.5371,14923.4795,1390.8834
923.53613,14924.479,1390.8835
924.53564,14925.4795,1390.8834
925.53467,14926.4795,1390.8835
926.5344,14927.4795,1390.8833
927.5337,14928.4795,1390.8835
928.5327,14929.4795,1390.8834
929.5322,14930.4795,1390.8834
930.531,14931.4795,1390.8835
931.53076,14932.4795,1390.8833
932.52954,14933.4795,1390.8838
933.5293,14934.4795,1390.8835
934.52856,14935.4795,1390.8835
935.5276,14936.4795,1390.8838
936.52734,14937.4795,1390.8834
937.5261,14938.4795,1390.8838
938.52515,14939.479,1390.8835
939.5242,14940.479,1390.8834
940.5242,14941.479,1390.8833
941.52344,14942.479,1390.8834
942.52295,14943.479,1390.8834
943.5222,14944.479,1390.8838
944.522,14945.479,1390.8834
945.521,14946.479,1390.8838
946.5205,14947.479,1390.8835
947.51953,14948.479,1390.8835
948.5193,14949.479,1390.8835
949.5178,14950.479,1390.8838
950.51733,14951.4795,1390.8839
951.51733,14952.479,1390.8835
952.51636,14953.479,1390.8835
953.51587,14954.479,1390.8835
954.51465,14955.479,1390.8835
955.5139,14956.479,1390.8835
956.5134,14957.479,1390.8838
957.51294,14958.479,1390.8838
958.5122,14959.479,1390.8834
959.5112,14960.479,1390.8834
960.5115,14961.479,1390.8839
961.51,14962.4795,1390.8834
962.5095,14963.479,1390.8834
963.5093,14964.479,1390.8838
964.5083,14965.478,1390.8835
965.50684,14966.478,1390.8839
966.5071,14967.479,1390.8838
967.5061,14968.479,1390.8834
968.5054,14969.479,1390.8838
969.5044,14970.479,1390.8835
970.50366,14971.478,1390.8834
971.5032,14972.478,1390.8834
972.5029,14973.478,1390.8834
973.50195,14974.479,1390.8838
974.50146,14975.479,1390.8838
975.5005,14976.479,1390.8838
976.49976,14977.479,1390.8835
977.4988,14978.478,1390.8835
978.4978,14979.478,1390.8838
979.4983,14980.479,1390.8834
980.4966,14981.478,1390.8835
981.4968,14982.479,1390.8838
982.49536,14983.478,1390.8834
983.4951,14984.478,1390.8839
984.49414,14985.478,1390.8835
985.4939,14986.478,1390.8835
986.4927,14987.478,1390.8833
987.4922,14988.478,1390.8838
988.4917,14989.478,1390.8834
989.4907,14990.478,1390.8834
990.4905,14991.478,1390.8838
991.48975,14992.478,1390.8839
992.489,14993.478,1390.8838
993.4878,14994.478,1390.8839
994.48804,14995.478,1390.8835
995.4868,14996.478,1390.8834
996.4861,14997.478,1390.8835
997.4851,14998.478,1390.8835
998.4851,14999.478,1390.8835
999.4839,15000.478,1390.8838
1000.48315,15001.478,1390.8838
1001.48193,15002.478,1390.8838
1002.48193,15003.478,1390.8838
1003.4817,15004.477,1390.8834
1004.4807,15005.478,1390.8839
1005.4885,15006.464,1390.8973
1006.5039,15007.437,1390.9235
1007.52,15008.409,1390.9496
1008.53467,15009.382,1390.9756
1009.5503,15010.3545,1391.0022
1010.56616,15011.327,1391.0289
1011.58203,15012.3,1391.0549
1012.59766,15013.272,1391.0812
1013.61304,15014.246,1391.107
1014.6284,15015.218,1391.1329
1015.6443,15016.191,1391.1592
1016.6594,15017.164,1391.186
1017.67505,15018.137,1391.2119
1018.6904,15019.109,1391.2388
1019.70654,15020.082,1391.2646
1020.72217,15021.055,1391.2905
1021.7378,15022.027,1391.3174
1022.7527,15023.001,1391.3433
1023.7683,15023.973,1391.3695
1024.7842,15024.946,1391.3958
1025.7998,15025.919,1391.422
1026.8152,15026.892,1391.4487
1027.8303,15027.864,1391.4749
1028.8469,15028.837,1391.501
620.6345,14552.734,1390.9279
621.6338,14553.734,1390.9279
622.6333,14554.734,1390.9281
623.63184,14555.734,1390.9281
624.6323,14556.734,1390.9281
625.6311,14557.734,1390.9277
626.6306,14558.734,1390.9277
627.6301,14559.734,1390.9277
628.6289,14560.734,1390.9279
629.6279,14561.734,1390.9277
630.6289,14562.735,1390.9281
631.62695,14563.734,1390.9279
632.62646,14564.734,1390.9281
633.6255,14565.734,1390.9279
634.6255,14566.733,1390.9277
635.62524,14567.734,1390.9279
636.624,14568.734,1390.9282
637.6233,14569.734,1390.9277
638.6223,14570.734,1390.9279
639.6218,14571.734,1390.9279
640.6216,14572.734,1390.9277
641.62036,14573.734,1390.9275
642.6199,14574.734,1390.9277
643.6194,14575.733,1390.9277
644.6189,14576.734,1390.9281
645.6177,14577.734,1390.9281
646.61694,14578.734,1390.9282
647.61597,14579.733,1390.9282
648.61597,14580.733,1390.9277
649.61475,14581.733,1390.9279
650.61475,14582.733,1390.9281
651.61304,14583.733,1390.9279
652.6133,14584.733,1390.9279
653.61206,14585.733,1390.9281
654.6118,14586.734,1390.9281
655.6111,14587.734,1390.9281
656.6101,14588.734,1390.9281
657.6094,14589.733,1390.9279
658.6084,14590.733,1390.9277
659.6079,14591.733,1390.9279
660.6072,14592.733,1390.9281
661.6067,14593.733,1390.9279
662.6062,14594.733,1390.9279
663.60474,14595.733,1390.9277
664.6045,14596.733,1390.9277
665.604,14597.733,1390.9281
666.6035,14598.733,1390.9279
667.60254,14599.733,1390.9282
668.60205,14600.733,1390.9282
669.6013,14601.733,1390.9282
670.6008,14602.733,1390.9282
671.59985,14603.733,1390.9279
672.5991,14604.733,1390.9279
673.5984,14605.733,1390.9282
674.59814,14606.733,1390.9281
675.5974,14607.733,1390.9282
676.5967,14608.733,1390.9281
677.5962,14609.733,1390.9279
678.595,14610.733,1390.9279
679.5945,14611.732,1390.9281
680.5945,14612.732,1390.9281
681.593,14613.732,1390.9281
682.5923,14614.732,1390.9281
683.5923,14615.733,1390.9281
684.59155,14616.733,1390.9279
685.5906,14617.732,1390.9279
686.5896,14618.733,1390.9282
687.5891,14619.733,1390.9279
688.58887,14620.733,1390.9281
689.5879,14621.732,1390.9281
690.5874,14622.732,1390.9282
691.5864,14623.732,1390.9282
692.5857,14624.733,1390.9281
693.58496,14625.732,1390.9279
694.58374,14626.732,1390.9281
695.58374,14627.733,1390.9279
696.5842,14628.732,1390.9279
697.5823,14629.732,1390.9282
698.58154,14630.732,1390.9279
699.58105,14631.732,1390.9281
700.5803,14632.732,1390.9282
701.57983,14633.732,1390.9282
702.5791,14634.732,1390.9283
703.57764,14635.732,1390.9282
704.57715,14636.732,1390.9282
705.5769,14637.732,1390.9279
706.5757,14638.732,1390.9281
707.5752,14639.732,1390.9281
708.5747,14640.732,1390.9282
709.57324,14641.732,1390.9282
710.57324,14642.732,1390.9281
711.57275,14643.732,1390.9282
712.57153,14644.732,1390.9281
713.57056,14645.732,1390.9282
714.57104,14646.732,1390.9281
715.5698,14647.732,1390.9281
716.5691,14648.732,1390.9281
717.5686,14649.732,1390.9279
718.5674,14650.731,1390.9282
719.5674,14651.731,1390.9279
720.5664,14652.732,1390.9283
721.5657,14653.732,1390.9282
722.5654,14654.732,1390.9282
723.56494,14655.731,1390.9282
724.5637,14656.732,1390.9281
725.56323,14657.731,1390.9282
726.5625,14658.731,1390.9283
727.562,14659.732,1390.9283
728.5608,14660.732,1390.9281
729.5608,14661.732,1390.9279
730.5598,14662.731,1390.9283
731.5591,14663.731,1390.9282
732.55835,14664.731,1390.9281
733.55786,14665.731,1390.9281
734.5569,14666.731,1390.9281
735.5564,14667.731,1390.9282
736.55615,14668.731,1390.9282
737.55493,14669.731,1390.9281
738.55493,14670.732,1390.9283
739.55396,14671.731,1390.9283
740.553,14672.731,1390.9283
741.552,14673.731,1390.9279
742.5515,14674.731,1390.9281
743.55054,14675.731,1390.9282
744.5503,14676.731,1390.9283
745.5498,14677.731,1390.9281
746.5486,14678.731,1390.9282
747.54736,14679.731,1390.9281
748.54736,14680.731,1390.9282
749.5471,14681.731,1390.9279
750.5459,14682.731,1390.9282
751.54565,14683.731,1390.9282
286.59473,14683.07,1390.62
287.5935,14684.069,1390.6198
288.59277,14685.069,1390.62
289.59155,14686.07,1390.6198
290.59204,14687.07,1390.6202
291.5913,14688.069,1390.62
292.5901,14689.069,1390.62
293.58984,14690.069,1390.6199
294.58936,14691.069,1390.6198
295.58838,14692.07,1390.62
296.5879,14693.069,1390.6195
297.5874,14694.069,1390.6199
298.58667,14695.069,1390.6199
299.58545,14696.069,1390.6199
300.58472,14697.069,1390.6195
301.58447,14698.069,1390.6199
302.5835,14699.069,1390.6199
303.583,14700.069,1390.6198
304.58228,14701.069,1390.6202
305.58154,14702.069,1390.62
306.58105,14703.069,1390.6199
307.58008,14704.069,1390.6199
308.5796,14705.069,1390.6199
309.57886,14706.069,1390.6199
310.57812,14707.069,1390.62
311.57764,14708.069,1390.62
312.57666,14709.069,1390.62
313.5769,14710.069,1390.6199
314.57617,14711.069,1390.62
315.57446,14712.068,1390.6199
316.57397,14713.069,1390.6195
317.573,14714.069,1390.6199
318.5725,14715.069,1390.6202
319.57178,14716.069,1390.6198
320.5713,14717.069,1390.6199
321.5708,14718.069,1390.6199
322.56958,14719.068,1390.6199
323.5686,14720.069,1390.6202
324.56885,14721.068,1390.62
325.56738,14722.068,1390.62
326.56714,14723.068,1390.62
327.5669,14724.068,1390.62
328.5652,14725.068,1390.62
329.56494,14726.068,1390.6199
330.5642,14727.068,1390.62
331.56372,14728.069,1390.6202
332.56348,14729.068,1390.6202
333.5625,14730.068,1390.62
334.562,14731.068,1390.6202
335.5608,14732.068,1390.6199
336.56055,14733.068,1390.6202
337.56006,14734.069,1390.6202
338.55884,14735.068,1390.62
339.55884,14736.068,1390.6202
340.55737,14737.068,1390.6199
341.5569,14738.067,1390.6199
342.55615,14739.068,1390.6199
343.5559,14740.069,1390.62
344.55493,14741.067,1390.6199
345.5542,14742.068,1390.6199
346.5537,14743.068,1390.6204
347.55273,14744.068,1390.6202
348.55225,14745.067,1390.6202
349.5515,14746.068,1390.6202
350.55078,14747.068,1390.6202
351.5503,14748.068,1390.6202
352.54932,14749.068,1390.6199
353.54858,14750.068,1390.6202
354.54834,14751.068,1390.6202
752.6521,14753.483,1390.8829
753.65137,14754.483,1390.8829
754.65063,14755.483,1390.8826
755.6511,14756.484,1390.8827
756.64966,14757.483,1390.883
757.6487,14758.483,1390.8829
758.6482,14759.483,1390.8827
759.6482,14760.484,1390.883
760.6472,14761.484,1390.8827
761.6467,14762.483,1390.8827
762.6455,14763.483,1390.8829
763.645,14764.483,1390.8827
764.6448,14765.483,1390.8827
765.6438,14766.483,1390.8829
766.64307,14767.483,1390.8826
767.6426,14768.483,1390.8833
768.6421,14769.483,1390.8824
769.64087,14770.483,1390.8827
770.6404,14771.483,1390.8827
771.6399,14772.483,1390.883
772.6384,14773.483,1390.8827
773.63794,14774.482,1390.8833
774.63745,14775.482,1390.883
775.63696,14776.483,1390.8833
776.6362,14777.482,1390.883
777.6362,14778.483,1390.883
778.63477,14779.483,1390.883
779.6343,14780.483,1390.8829
780.63403,14781.483,1390.8827
781.63354,14782.483,1390.883
782.6321,14783.483,1390.8827
783.63135,14784.483,1390.883
784.6311,14785.482,1390.883
785.6301,14786.483,1390.883
786.62964,14787.483,1390.8827
787.6289,14788.482,1390.8833
788.6279,14789.483,1390.883
789.62744,14790.483,1390.8829
790.6272,14791.483,1390.8833
791.6262,14792.483,1390.8829
792.62524,14793.482,1390.8833
793.6245,14794.483,1390.883
794.62427,14795.482,1390.8834
795.62305,14796.482,1390.883
796.62256,14797.482,1390.8827
797.6218,14798.482,1390.8833
798.6211,14799.482,1390.8829
799.62085,14800.482,1390.8833
800.6199,14801.482,1390.883
801.61914,14802.482,1390.8833
802.6184,14803.482,1390.883
803.61816,14804.482,1390.8833
804.6167,14805.482,1390.8829
805.61597,14806.482,1390.8833
806.6157,14807.482,1390.883
807.61523,14808.482,1390.8827
808.61426,14809.482,1390.8833
809.61304,14810.482,1390.883
810.6128,14811.482,1390.8833
811.6123,14812.482,1390.8833
812.6118,14813.482,1390.883
813.6111,14814.482,1390.883
814.61035,14815.482,1390.883
815.6089,14816.482,1390.883
816.60913,14817.482,1390.883
817.60815,14818.481,1390.883
818.6079,14819.481,1390.883
819.60693,14820.482,1390.883
820.6067,14821.482,1390.8835
821.60547,14822.481,1390.8833
822.6052,14823.482,1390.883
823.60425,14824.481,1390.8834
824.604,14825.482,1390.883
825.603,14826.481,1390.883
826.60254,14827.482,1390.8834
827.6013,14828.481,1390.883
828.6008,14829.481,1390.8833
829.60034,14830.482,1390.8834
830.5996,14831.481,1390.8834
831.5991,14832.482,1390.8833
832.59766,14833.481,1390.883
833.5979,14834.481,1390.8833
834.5967,14835.481,1390.8833
835.59595,14836.482,1390.8833
836.5957,14837.481,1390.883
837.59424,14838.481,1390.8833
838.59424,14839.481,1390.8834
839.594,14840.482,1390.8834
840.5923,14841.481,1390.8833
841.5918,14842.481,1390.8833
842.59155,14843.481,1390.8834
843.5906,14844.481,1390.883
844.58984,14845.481,1390.8833
845.58887,14846.481,1390.8833
846.5884,14847.481,1390.883
847.5879,14848.481,1390.8834
848.58716,14849.481,1390.883
849.5867,14850.481,1390.8829
850.5857,14851.481,1390.883
851.5852,14852.481,1390.8834
852.584,14853.481,1390.8833
853.58374,14854.481,1390.8833
854.583,14855.481,1390.8834
855.5825,14856.481,1390.8833
856.5813,14857.48,1390.883
857.58105,14858.48,1390.8835
858.58057,14859.48,1390.8833
859.5801,14860.48,1390.883
860.5791,14861.481,1390.8833
861.57837,14862.481,1390.8833
862.57764,14863.481,1390.8834
863.5769,14864.48,1390.8833
864.57666,14865.481,1390.8838
865.57544,14866.48,1390.8833
866.5752,14867.48,1390.8835
867.574,14868.48,1390.8834
868.57324,14869.48,1390.8833
869.57324,14870.48,1390.8833
870.572,14871.48,1390.8835
871.5718,14872.481,1390.883
872.5703,14873.481,1390.883
873.57056,14874.481,1390.883
874.5696,14875.48,1390.8834
875.5691,14876.481,1390.8834
876.5681,14877.48,1390.883
877.5669,14878.48,1390.8833
878.5664,14879.48,1390.8834
879.56616,14880.48,1390.8835
880.5654,14881.48,1390.8834
881.56445,14882.48,1390.8834
882.5642,14883.48,1390.883
883.5635,14884.48,1390.883
884.563,14885.48,1390.8834
885.56274,14886.48,1390.8835
886.5608,14887.48,1390.883
887.56006,14888.48,1390.883
223.66113,14000.304,1391.029
224.66113,14001.304,1391.0286
225.66064,14002.304,1391.029
226.65967,14003.305,1391.0286
227.65869,14004.305,1391.029
228.65845,14005.305,1391.0287
229.65747,14006.305,1391.0289
230.65723,14007.304,1391.0292
231.656,14008.304,1391.029
232.65552,14009.304,1391.0289
233.65454,14010.304,1391.0289
234.65503,14011.304,1391.029
235.65381,14012.304,1391.029
236.65308,14013.304,1391.0292
237.65234,14014.304,1391.0289
238.65137,14015.305,1391.0292
239.65137,14016.304,1391.029
240.65039,14017.304,1391.0294
241.64966,14018.304,1391.0289
242.64868,14019.304,1391.0286
243.64844,14020.304,1391.0289
244.64722,14021.304,1391.0292
245.64722,14022.304,1391.0294
246.64648,14023.304,1391.0289
247.64526,14024.304,1391.0289
248.64453,14025.304,1391.0292
249.64429,14026.304,1391.029
250.64355,14027.303,1391.029
251.64282,14028.304,1391.0292
252.64209,14029.303,1391.029
253.6416,14030.304,1391.0287
254.64111,14031.304,1391.0292
255.64038,14032.304,1391.0292
256.63965,14033.304,1391.029
257.63892,14034.304,1391.029
258.63794,14035.303,1391.0294
259.6377,14036.304,1391.0294
260.63574,14037.303,1391.0286
261.63574,14038.303,1391.0292
262.63477,14039.303,1391.0289
263.63452,14040.303,1391.0292
264.63354,14041.303,1391.0292
265.6328,14042.303,1391.0292
266.63208,14043.304,1391.0294
267.63232,14044.304,1391.0292
268.6311,14045.304,1391.029
269.63086,14046.304,1391.0289
270.62988,14047.303,1391.0292
271.6289,14048.303,1391.029
272.62817,14049.303,1391.0294
273.62793,14050.303,1391.0292
274.62695,14051.303,1391.0289
275.62598,14052.303,1391.029
276.6255,14053.303,1391.0292
277.625,14054.303,1391.0292
278.6245,14055.304,1391.0294
279.6233,14056.303,1391.029
280.62354,14057.303,1391.0295
281.6223,14058.303,1391.0292
282.62183,14059.303,1391.0294
283.62085,14060.303,1391.029
284.62012,14061.303,1391.0292
-0.37451172,14061.884,1390.2275
0.5883789,14062.822,1390.2898
1.5507812,14063.762,1390.3522
2.5134277,14064.7,1390.4141
3.4760742,14065.64,1390.4761
4.4387207,14066.578,1390.5383
5.4016113,14067.517,1390.6002
6.364258,14068.456,1390.6626
7.3273926,14069.395,1390.7249
8.290039,14070.333,1390.7867
9.2578125,14071.281,1390.8391
10.257568,14072.281,1390.8397
11.25708,14073.281,1390.8395
12.2561035,14074.281,1390.8398
13.255127,14075.281,1390.84
14.255371,14076.282,1390.84
15.253906,14077.281,1390.8398
16.253418,14078.281,1390.8394
17.252686,14079.281,1390.8394
18.251465,14080.28,1390.8397
19.250488,14081.281,1390.8398
20.249756,14082.281,1390.8397
21.249756,14083.281,1390.8397
22.248535,14084.28,1390.8398
23.248535,14085.28,1390.8398
24.247559,14086.281,1390.84
25.24707,14087.281,1390.8397
26.246094,14088.281,1390.8389
27.245605,14089.281,1390.8397
28.245117,14090.281,1390.8397
29.24414,14091.28,1390.8395
30.243408,14092.281,1390.8397
31.24292,14093.281,1390.8397
32.242188,14094.28,1390.8397
33.241455,14095.279,1390.8398
34.240967,14096.28,1390.8397
35.240234,14097.28,1390.8398
36.23999,14098.28,1390.8395
37.238525,14099.28,1390.8398
38.238037,14100.28,1390.84
39.23706,14101.28,1390.8397
40.23706,14102.281,1390.8398
41.236572,14103.281,1390.8398
42.234863,14104.28,1390.8395
43.235107,14105.28,1390.8397
44.233887,14106.28,1390.8398
45.2334,14107.28,1390.8397
46.232666,14108.28,1390.84
47.231934,14109.281,1390.8402
48.231445,14110.28,1390.84
49.230713,14111.28,1390.8395
50.22998,14112.28,1390.8398
51.229004,14113.28,1390.8397
52.228516,14114.28,1390.8397
53.228027,14115.28,1390.8397
54.227295,14116.28,1390.8398
55.227295,14117.28,1390.8402
56.22632,14118.28,1390.8397
57.225098,14119.279,1390.8398
58.224854,14120.28,1390.8398
59.223877,14121.28,1390.84
60.222656,14122.28,1390.8394
61.2229,14123.28,1390.8398
62.22168,14124.28,1390.8398
63.22119,14125.28,1390.8402
64.22046,14126.279,1390.8398
65.21973,14127.279,1390.8398
66.218994,14128.28,1390.8398
67.21826,14129.28,1390.8402
68.217285,14130.279,1390.8397
69.2168,14131.28,1390.8398
70.216064,14132.279,1390.8398
71.21509,14133.279,1390.8394
72.21484,14134.279,1390.8397
73.214355,14135.28,1390.84
74.21362,14136.28,1390.8398
75.21265,14137.28,1390.8398
76.211426,14138.279,1390.84
77.21118,14139.279,1390.8402
78.21094,14140.279,1390.8398
79.210205,14141.279,1390.8398
80.20923,14142.279,1390.8395
81.20825,14143.279,1390.84
82.20801,14144.28,1390.8398
83.207275,14145.279,1390.8398
84.20654,14146.279,1390.84
85.20581,14147.279,1390.8398
86.20557,14148.279,1390.84
87.2041,14149.279,1390.84
88.2041,14150.279,1390.84
89.20361,14151.279,1390.8398
90.20264,14152.279,1390.8398
91.201416,14153.279,1390.8398
92.20166,14154.28,1390.8402
93.20068,14155.279,1390.84
94.19995,14156.279,1390.8402
95.19922,14157.279,1390.8402
96.198975,14158.279,1390.8398
97.198,14159.278,1390.84
98.19702,14160.279,1390.8398
99.196045,14161.278,1390.8398
100.196045,14162.278,1390.8398
101.1958,14163.278,1390.84
102.19409,14164.279,1390.8402
103.1936,14165.279,1390.8398
104.193115,14166.278,1390.8402
105.19214,14167.278,1390.8403
106.19165,14168.279,1390.8402
107.19141,14169.278,1390.84
108.190674,14170.278,1390.8402
109.18921,14171.278,1390.84
110.18848,14172.278,1390.8402
111.18823,14173.278,1390.84
112.187256,14174.278,1390.8402
113.1875,14175.279,1390.8403
114.186035,14176.279,1390.8402
115.18506,14177.279,1390.84
116.184814,14178.278,1390.8397
117.18384,14179.278,1390.84
118.18359,14180.278,1390.8397
119.18237,14181.278,1390.8403
120.18213,14182.278,1390.8402
121.180664,14183.278,1390.84
122.18115,14184.278,1390.84
123.180176,14185.278,1390.84
124.1792,14186.278,1390.84
125.178955,14187.279,1390.8402
126.17798,14188.278,1390.8398
127.177246,14189.278,1390.84
128.17651,14190.277,1390.8397
129.17603,14191.278,1390.8397
130.17456,14192.277,1390.8397
131.1748,14193.278,1390.8403
132.17358,14194.278,1390.8398
133.17334,14195.278,1390.84
134.17236,14196.277,1390.84
135.17139,14197.278,1390.84
136.17163,14198.278,1390.84
137.17017,14199.278,1390.84
138.17017,14200.278,1390.8406
139.16919,14201.278,1390.84
140.1687,14202.277,1390.8398
141.16821,14203.278,1390.8402
142.16724,14204.277,1390.8398
143.1665,14205.277,1390.84
144.16577,14206.277,1390.84
145.16504,14207.277,1390.8402
146.16406,14208.277,1390.8402
147.16333,14209.278,1390.8402
148.16309,14210.277,1390.8398
149.16211,14211.277,1390.8406
150.16138,14212.277,1390.84
151.15991,14213.278,1390.84
152.15991,14214.277,1390.84
153.16016,14215.277,1390.84
154.15894,14216.277,1390.84
155.15869,14217.277,1390.8403
156.15698,14218.277,1390.8403
157.15674,14219.277,1390.8402
158.156,14220.277,1390.8403
159.15552,14221.277,1390.8402
160.15527,14222.278,1390.8397
161.1543,14223.278,1390.84
162.15308,14224.277,1390.8402
163.15308,14225.276,1390.8407
164.15161,14226.277,1390.8402
165.15137,14227.277,1390.8403
166.15015,14228.277,1390.84
167.1499,14229.277,1390.8403
168.14941,14230.276,1390.8403
169.14893,14231.277,1390.84
170.14746,14232.277,1390.8403
171.14746,14233.277,1390.8402
172.14624,14234.277,1390.84
173.146,14235.277,1390.8406
174.14526,14236.277,1390.8402
175.14453,14237.276,1390.8406
176.14355,14238.277,1390.8397
177.14307,14239.276,1390.8402
178.14307,14240.277,1390.8403
179.14136,14241.276,1390.8403
180.14087,14242.276,1390.8403
181.14062,14243.276,1390.8408
182.1394,14244.276,1390.84
183.1394,14245.277,1390.8403
184.13867,14246.277,1390.8406
185.13745,14247.276,1390.8407
186.1372,14248.276,1390.8406
187.13599,14249.276,1390.8398
188.13574,14250.276,1390.84
189.13477,14251.276,1390.8402
190.13403,14252.276,1390.8403
191.13379,14253.276,1390.8407
192.13232,14254.277,1390.8407
193.13232,14255.276,1390.8402
194.13159,14256.276,1390.8406
195.13086,14257.276,1390.8402
196.12988,14258.276,1390.8402
197.1294,14259.276,1390.8402
198.12915,14260.276,1390.84
199.12842,14261.276,1390.8403
200.12769,14262.275,1390.84
201.12646,14263.275,1390.8402
202.12549,14264.276,1390.8406
203.125,14265.276,1390.84
204.12427,14266.276,1390.8406
205.12378,14267.276,1390.8402
206.12378,14268.275,1390.8403
